date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260429,KOSPI,007610,선도전기,6500,116.67,8941220,unclear,수급,원인 불명(14일 내 공시·기사 없음) — 수급·테마성 급등 가능성,unknown,,0,low,종목 태그·일반 뉴스가 최근 14일 내 전혀 확인되지 않아 특정 호재성 공시나 계약·실적 발표로 판단할 근거가 없음. 급격한 거래량 동반 +116.67% 상승은 소수 대량 매수·개인 매수집중·루머성 매매 또는 시간외/블록·프로그램 매매에 따른 수급성 급등일 가능성이 높음.,,"수급 집중(개인·외국인), 테마성 급등(루머), 공시/지분변동, 대주주 지분율 변화, 블록딜·시간외거래",0,0,no_news_in_window,,,
20260429,KOSPI,006340,대원전선,13090,29.99,85728928,unclear,수급/시장론,거래량 급증에 따른 단기적 대규모 매수(프로그램·개인·블록딜성 유입)으로 인한 급등,unknown,,0,low,최근 14일 관련 뉴스가 전혀 없는 상태에서 거래량과 가격이 동반 급증했으므로 공시·실적 등의 명확한 호재보다는 단기적 수급 이벤트가 원인으로 보입니다. 특히 대규모 거래·프로그램 매수나 특정 주체의 집중 매수(또는 쇼트커버링)가 급격한 상승을 촉발한 가능성이 큽니다.,"LS전선, 대한전선","수급, 지수/ETF 편입, 기관·외국인 매수, 거래량 급증(블록딜/프로그램매매), 전선·케이블 수주공시",0,0,no_news_in_window,,,
20260429,KOSPI,006345,대원전선우,8610,29.86,5676589,unclear,수급,단기 수급(우선주 프리미엄 확대·개인/기관 매수 집중)에 따른 테마성 급등(명확한 공시·계약 등 본질적 뉴스 부재),unknown,,0,low,"14일 창 내에 종목 태그 기사나 일반 뉴스가 전혀 없어 외부 공시·계약·실적 같은 명확한 호재 근거가 부재합니다. 높은 거래량과 급등률을 고려하면 개별 수급(우선주 프리미엄 확대, 개인·기관의 단기 매수 집중)이나 테마성·차익성 매매가 원인일 가능성이 큽니다.","LS전선, 대한전선","수급 급변(외국인·기관), 우선주 프리미엄 확대, 배당·현금배당 공시, M&A·인수합병 루머, 시간외 단일가 급등, 전선업체 수주·공급계약",0,0,no_news_in_window,,,
20260429,KOSPI,229640,LS에코에너지,90900,25.03,1581416,unclear,재생에너지,,unknown,,0,low,"최근 14일 창구에서 관련 기사(종목 태그·일반 검색)가 전혀 확인되지 않아 특정 호재성 공시나 기사가 가격 급등의 직접적 원인으로 확인되지 않습니다. 따라서 이번 급등은 개별 수급(기관·외인 순매수 혹은 대형 거래), 단기 테마성 매수 또는 장중 유포된 루머/시황에 따른 반응일 가능성이 큽니다. 추적할 공시·거래원장·기관 순매수 현황이 확인되면 원인 재분류가 필요합니다.","한화에너지, 씨에스윈드","재생에너지, 정책(탄소중립·REC), 수급(기관·외인 매수), ESS 공급계약, REC 가격 상승, 바이오가스 발전 허가",0,0,no_news_in_window,,,
20260429,KOSPI,011170,롯데케미칼,118000,24.87,1570521,unclear,수급,,unknown,,0,low,"최근 14일 내에 종목 태그·일반 뉴스가 전혀 확인되지 않아 특정 공시·계약·정책 등 명확한 트리거를 식별할 수 없습니다. 따라서 이날의 +24.87% 급등은 대량매수에 따른 단기 수급 쏠림 또는 기술적 반등(거래량 급증 동반) 가능성이 크며, 석유화학 업황(나프타·원재료 스프레드) 변동 또는 동종업종 재평가가 복합적으로 작용했을 가능성도 배제할 수 없습니다.","LG화학, 한화솔루션, 금호석유","수급(대량매수), 석유화학, 나프타 가격, 폴리프로필렌 수요, 공장 가동률",0,0,no_news_in_window,,,
20260429,KOSPI,005950,이수화학,11850,20.92,11801103,unclear,석유화학/정유,국제유가(브렌트·WTI) 급등(호르무즈 해협 봉쇄 장기화·UAE의 OPEC 탈퇴 보도)에 따른 정유·화학 업종 초강세 — 석유화학 제품 판매가격 상승 기대(섹터 재평가),unknown,2026.04.29,0,medium,"4월29일 장에서 WTI·브렌트 급등을 배경으로 정유·화학 업종이 동반 급등했고, 같은 날 다수 기사에서 이수화학이 섹터 랠리에 편승해 큰 폭 상승한 것으로 언급됐다. 해당 기간에 이수화학 자체 공시·실적·수주성 뉴스는 없어, 주가 상승은 국제유가 쇼크에 따른 섹터성 수혜(판매가격·마진 개선 기대)로 판단된다.","롯데케미칼, SK이노베이션, 대한유화","국제유가 급등, 석유화학 섹터 랠리, 호르무즈 해협 봉쇄, UAE OPEC 탈퇴, 제품 판매가격 상승 기대",10,10,theme_only_supply,stock_news:10,2026-04-29 16:53,-1
20260429,KOSPI,006650,대한유화,188000,19.14,267281,unclear,석유화학,,unknown,,0,low,"최근 14일 관련 뉴스가 전혀 없어(태깅·검색 결과 없음) 당일 +19.14% 급등을 설명할 명확한 기사 기반 트리거를 확인할 수 없습니다. 가격 급등은 원자재(원유·나프타)·에틸렌 스프레드 변동, 환율·수급 흐름(블록딜·공매도 커버링) 또는 기술적·테마성 매수에 따른 것으로 추정됩니다.","롯데케미칼, 금호석유, 한화솔루션","석유화학, 원유/나프타, 원/달러 환율, 에틸렌 스프레드, 크래커 운전률",0,0,no_news_in_window,,,
20260429,KOSPI,226320,잇츠한불,13160,16.25,608047,new,수급,화장품 섹터 순환매 — 아모레퍼시픽 1Q 호실적(2026.04.29) 및 K-뷰티 수출 호조·외국인 관광객 쇼핑 기대감에 따른 소형 화장품주 매수,earnings,2026.04.29,0,medium,아모레퍼시픽의 1분기 호실적 보도(29일)와 미국·유럽 수출 호조·외국인 관광객 쇼핑 기대감이 맞물리며 화장품 섹터로 수급이 이동했다. 잇츠한불은 면세점·관광객 매출 비중이 높아 이러한 섹터 순환매의 수혜를 받아 단기 급등한 것으로 판단된다.,"마녀공장, 오가닉티코스메틱, 아모레퍼시픽","K-뷰티 수출 호조, 화장품 섹터 순환매, 외국인 관광객 쇼핑, 올리브영 입점 매출 증가, 대형사 1Q 호조",6,6,,stock_news:6,2026-04-29 09:38,-1
20260429,KOSPI,014910,성문전자,2020,14.45,7649608,unclear,수급,,unknown,,0,low,주어진 14일 뉴스 목록에 해당 종목 관련 기사가 전혀 없어(크롤 데이터에 '관련 뉴스 없음') 이번 급등을 설명할 공개적·직접적 트리거를 확인할 수 없습니다. D-day에 거래량이 대폭 증가한 점을 보면 개인·단기 수급(투자심리·묘한 매수집중)이나 기술적 요인(단기 반등·급락 후 복구)로 급등한 가능성이 높습니다. 공시·계약·정책 같은 명확한 근거가 없으므로 원인 확정은 불가합니다.,,"수급, 소형주 변동성, 기술적 반등, 거래량 급증, 공매도 잔고 변화, 장중 급등 지속성",0,0,no_news_in_window,,,
20260429,KOSPI,000680,LS네트웍스,4630,14.04,6483091,new,수주/그룹주(계열사 호재 파급),"LS일렉트릭의 미국 빅테크 하이퍼스케일 데이터센터 전력 인프라 배전 솔루션 약 3,190억원(2.2억달러) 수주 및 LS에코에너지의 희토류·HVDC 관련 가치 재평가에 따른 그룹주 동반 강세",contract,2026.04.29,0,medium,"LS네트웍스 자체 공시성 호재는 없으나, 4월29일 LS일렉트릭의 대형 미국 데이터센터 배전 솔루션 수주 소식과 LS에코에너지의 희토류/HVDC 재평가 전망이 그룹 전반의 투자심리를 개선시켜 동일 계열주로서 동반 급등으로 연결된 것으로 판단됩니다. 4월23일 코스피 상승에 따른 증권·그룹주 랠리도 부분적 배경으로 작용했습니다.","LS일렉트릭, LS에코에너지, LS머트리얼즈","데이터센터 전력인프라, 미국 빅테크 수주, 희토류 공급망, HVDC 케이블, 계열사 수주 파급, 그룹 밸류에이션 재평가",5,5,,stock_news:5,2026-04-29 12:50,-1
