date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260827,KOSPI,000500,가온전선,211500,25.0,792916,new,policy,美 행정부의 중국산 전력장비 퇴출(외산 장비 금지) 행정명령으로 국내 전력기기·전선 업체의 대체 수주 기대,policy,2026.08.27,0,high,"미 행정명령 보도가 당일(8/27)에 집중적으로 나오며 전력기기·전선주가 일제히 급등했고, 가온전선도 글로벌 조달 전환 수혜 기대감으로 급등한 것으로 판단됩니다. 회사의 공동주택 대상 '배관 일체형 케이블 신공법' 검증(8/25 보도) 등 실수요·공급 확장 이슈도 상승을 뒷받침했습니다.","LS전선, 대한전선","미 행정명령, 전력 인프라, AI 데이터센터, 중국산 전력장비 퇴출, 배관 일체형 케이블 신공법, 국내 대체 조달 수주",26,0,,stock_news:16; search:가온전선:10,2026-08-27 21:36,-1
20260827,KOSPI,055490,테이팩스,15840,17.25,94825,unclear,수급/시장(코스피) 테마성 급등,코스피 반도체·전력기기 강세에 따른 전반적 수급 호전·테마성 동반 상승,unknown,2026.08.27,0,low,"D-day 전후 기사들은 코스피·반도체·전력기기 등 시장 전반 강세를 보도하고 있으나, 제공된 14일 내 뉴스 목록에는 테이팩스 자체의 공시·수주·실적 관련 본문 근거가 없다. 따라서 이번 +17% 급등은 개별 사업 실적·공시보다는 시장 수급(대형주·섹터 강세에 따른 동반 상승) 혹은 테마성 매수로 추정된다.","삼성전자, SK하이닉스","코스피 수급, 전력기기 강세, 2차전지 전고체 로드맵, 폴더블 힌지 수주, 데이터센터 투자",11,0,theme_only_supply,stock_news:1; search:테이팩스:10,2026-08-27 16:14,-1
20260827,KOSPI,062040,산일전기,201500,13.91,894671,new,정책,미국 행정명령으로 중국산 외산 전력망 장비 퇴출 → 국내 변압기·리액터 등 전력기기 수혜 기대,policy,2026.08.27,0,high,D-day(2026.08.27)에 트럼프 행정부의 ‘외산(중국산) 전력장비 금지’ 행정명령 보도가 집중되며 전력기기 섹터 전반(변압기·리액터 등)에 외국 장비 대체 수요가 발생할 것이라는 투자심리가 즉각 반영되어 급등했다. 산일전기는 8월 20일 512억 규모 리액터 공급계약 보도(실적·수주 실물 근거)가 있어 정책 호재와 회사 고유 수주가 동시 작용한 것으로 보인다.,"현대일렉트릭, LS ELECTRIC","외산 전력장비 퇴출, 전력인프라 수주, 리액터 공급계약 512억, 변압기·변전소 교체 수요, 미국 행정명령(전력망 규제)",28,0,,stock_news:18; search:산일전기:10,2026-08-27 17:12,-1
20260827,KOSPI,460860,동국제강,10840,12.22,753677,new,정책,"전력요금 지역차등제(지역요금제) 도입으로 산업용 전기요금 인하 기대 — 철강 3사 전기요금 절감액 합계 약 2,500억 원 추산(남부·중부권 생산거점 수혜)",policy,2026.08.26,0,high,"8월26일자 보도들이 동일한 정책(지역요금제·전기요금 인하) 내용을 반복 보도하며 동국제강의 수혜 가능성을 직접 언급했고, 철강업계의 절감액(약 2,500억 원) 추정치가 제시되어 수익성 개선 기대가 즉각적인 매수로 연결된 것으로 보인다. 8월13일의 'AI·반도체 수요' 관련 섹터 호조 보도도 업종 모멘텀을 보완해 상승을 확대한 것으로 판단된다.","현대제철, 포스코","전력요금 지역차등제, 산업용 전기요금 인하, AI·반도체 수요, 전기요금 절감액 2500억 추산",12,0,,stock_news:2; search:동국제강:10,2026-08-26 19:00,0
20260827,KOSPI,051630,진양화학,1252,12.09,908171,new,수급(자사주),자사주 매입 공시(8월 말 자사주 취득 신청/공시 포함),disclosure,2026.08.26,1,medium,"최근(8/25~8/26) 기업공시 목록과 자사주 매수 신청 관련 기사에 해당 종목이 포함된 것으로 검색되어, 자사주 취득(8월 말 예정) 소식이 단기 수급 개선 기대를 자극한 것으로 판단됩니다. 여기에 같은 기간 코스피 전반의 외국인·기관 순매수와 섹터 강세가 동반되며 주가가 급등한 것으로 보입니다.",,"수급(자사주), 공시(자사주 매입), KOSPI 외국인 매수, 8월 말 자사주 취득, 자사주 취득 한도·기간",14,0,,stock_news:4; search:진양화학:10,2026-08-27 16:14,-1
20260827,KOSPI,267260,HD현대일렉트릭,821000,12.01,226942,new,정책,미 행정부의 중국산 전력장비 수입 금지(외산 전력장비 퇴출) 행정명령으로 북미 전력망용 변압기·스위치기어 등 대체 공급기회 확대,policy,2026.08.27,0,high,"D-day에 집중된 복수의 보도가 미 행정명령(중국산 전력장비 퇴출)을 핵심 원인으로 지목했으며, 이로 인해 국내 전력기기 제조업체들이 북미 시장 수주 기대를 받으며 동반 급등했다. HD현대일렉트릭은 변압기·개폐기 등 전력망 핵심 장비 제조사로서 정책 수혜가 직접적으로 예상되어 주가가 급등한 것으로 판단된다.","가온전선, LS ELECTRIC","전력기기, 미국 외산 장비 금지, 전력망 외산 장비 퇴출, 북미 변압기·스위치기어 수주, 공급망 배제(중국) 수혜, 수주공시",26,0,,stock_news:16; search:HD현대일렉트릭:10,2026-08-27 22:40,-1
20260827,KOSPI,192650,드림텍,5880,12.0,4275744,new,반도체/모듈,글로벌 빅테크 2개사 대상 메모리 모듈 퀄리피케이션(검증) 완료 — 하반기 수주·납품(양산 전환) 기대,disclosure,2026.08.27,0,high,네이버 태그된 복수의 기사(2026.08.27)가 '빅테크 2곳에 대한 메모리 모듈 퀄 테스트 완료'를 직접 보도해 사실성 및 시장 기대를 자극했다. 퀄 완료는 공급(수주) 전환 신호로 해석되어 단기 재평가 수요가 유입되며 거래량 급증과 함께 주가가 크게 상승한 것으로 판단된다.,"우인시스, 코리아써키트","메모리 모듈, 온디바이스 AI, 빅테크 퀄 테스트, 하반기 수주 기대, 모듈 양산 전환",13,0,,stock_news:3; search:드림텍:10,2026-08-27 10:28,-1
20260827,KOSPI,006370,대구백화점,4040,11.29,446051,new,수급/매각(M&A)·유통,최대주주 지분 매각 무산(매수자 중도금 미납으로 계약 해제) 및 회사의 '지분 등 매각 계속 추진' 공시(경영권 이전 절차 차질→매각 재추진 의사 표명),disclosure,2026.08.26,1,medium,8월 26일 중도금 미납으로 인수 계약이 해제됐다는 공시·보도가 주된 뉴스였으나 회사는 지분 매각을 계속 추진하겠다고 밝혀 불확실성 해소 기대와 단기적 저가 매수(숏커버링)가 겹치며 반등한 것으로 판단됩니다. 추가로 같은 날 코스피·기관 매수 등 시장 수급 개선도 대구백화점의 단기 반등을 도운 요인으로 보입니다.,"현대백화점, 롯데쇼핑, 신세계","M&A, 유통/백화점, 자산매각, 중도금 미납, 지분 매각 재추진, 본점 이전",28,0,,stock_news:18; search:대구백화점:10,2026-08-26 19:56,0
20260827,KOSPI,006400,삼성SDI,569000,10.27,940535,new,2차전지,미 전력망 규제 기대에 따른 ESS 수요 확대 및 나트륨(나트륨이온) 배터리의 내년 LFP 수준 단가 근접 전망(ESS 전력저장 시장 수혜),policy,2026.08.27,0,high,"당일 다수 보도에서 미 전력망 규제(ESS 수요 확대 기대)와 함께 나트륨 배터리의 단가 경쟁력(내년 LFP와 유사) 전망이 제기되며 이차전지 종목군에 동반 매수세가 유입된 것으로 보입니다. 삼성SDI는 ESS·전기차용 셀·모듈을 공급하는 핵심 플레이어로 수혜 기대감이 즉각 주가에 반영됐고, 삼성그룹 자산매각·자금재배치(에스원 관련 행동주의 펀드 이슈) 소식도 투자심리에 보완적 영향을 준 것으로 판단됩니다.","LG에너지솔루션, 엘앤에프","ESS 수요 확대, 미 전력망 규제, 나트륨(Na-ion) 배터리, LFP 단가 동등화, 셀·모듈 투자재원, ESS 설치·규제",27,0,,stock_news:17; search:삼성SDI:10,2026-08-27 20:57,-1
20260827,KOSPI,298040,효성중공업,3079000,10.08,68873,new,policy,미국 행정부의 중국산 전력망 장비 배제(외산 장비 퇴출·금지) 행정명령으로 북미 시장에서 韓 전력기기 제조사 반사이익 기대,policy,2026.08.27,0,high,"D-day 직전·당일(2026.08.27) 복수의 종목 태깅 기사들이 트럼프 행정명령(외산 전력장비 퇴출)을 주요 원인으로 지목했고, 이로 인해 북미 수주·공급 확대 기대가 즉각적으로 효성중공업 등 K-전력기기주에 반영됐다. 보조적 요인으로는 북미 초고압(UHV) 공략 및 AI 데이터센터 전력솔루션 수요 확대 관련 애널리스트 리포트와 전시회 참여 소식이 긍정 심리를 뒷받침했다.","가온전선, 현대일렉트릭, LS ELECTRIC","미국 전력장비 제재, 공급망 재편(중국 배제), 외산 장비 퇴출 행정명령, 북미 초고압 변압기 수요, AI 데이터센터 전력솔루션, 수주·공급계약 확대",20,0,,stock_news:10; search:효성중공업:10,2026-08-27 17:01,-1
