date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260508,KOSPI,007460,에이프로젠,4530.0,1446.08,1717289,new,바이오,FDA·EMA에서 '임상 3상 생략' 확인(AP063 규제 전략 좌우) — AP063 BLA(품목허가) 제출 가속화 및 PPQ 생산검증 단계 진입,disclosure,2026.05.08,0,high,에이프로젠이 FDA 사전심사(pre-BLA)에서 AP063에 대해 확증적 임상3상 없이도 품목허가 신청이 가능하다는 판단을 확보(EMA도 동일 판단 확인)하면서 개발기간과 비용이 크게 절감될 전망이다. 임상 3상 생략은 글로벌 상업화 속도와 경쟁력에 직접적인 영향을 미치는 본질적 호재로 해석되어 주가가 대폭 상승한 것으로 보인다.,"에이프로젠바이오로직스, 진원생명과학, 알테오젠","바이오시밀러, 규제허가 기조, 임상 3상 생략, AP063 BLA 제출, PPQ 생산 검증",0,0,,,,
20260508,KOSPI,003060,에이프로젠바이오로직스,3480.0,1286.45,461349,new,바이오,무상병합(감자)에 따른 주권 변경상장(주식 병합 15대1 효과로 유통주식수 급감),disclosure,2026.05.07,1,high,"가격 급등의 직접적 트리거는 주권변경상장(감자·주식병합)이 적용된 사실로 보입니다(주권변경상장=에이프로젠바이오로직스·에이프로젠 기재, 2026.05.07 기사). 이전에 결정된 15대1 무상병합이 실질적으로 유통주식 수를 줄여 주가(주당가격)를 배수로 끌어올린 것이며, 별도로 보도된 에이프로젠 그룹의 AP063 임상3상 생략 가능성(EMA/FDA 관련)은 연관은 있으나 이번 급등의 직접적 원인이라기보다는 투자심리(바이오·바이오시밀러 호재)로 보완 작용했을 가능성이 큽니다.","에이프로젠, 프레스티지바이오로직스, 삼천당제약","바이오, 주식병합(감자), 15대1 무상병합, 주권변경상장, AP063 임상3상 생략",14,12,,stock_news:4; search:에이프로젠바이오로직스:10,2026-05-07 11:08,0
20260508,KOSPI,012205,계양전기우,10400.0,30.0,901349,new,수급/테마(로봇·전장),보스턴다이내믹스 아틀라스 영상 공개로 촉발된 현대차그룹·로봇·전장주 랠리에 따른 우선주 수급 쏠림(보통주 강세에 우선주 동반 급등),technical,2026.05.08,0,high,"5월 8일 장중 보스턴다이내믹스의 아틀라스 영상 공개와 현대차·현대오토에버 급등이 로봇·전장 테마를 자극했고, 계양전기 보통주 강세가 유통물량이 적은 우선주로 확산되며 계양전기우가 상한가로 직행한 것으로 판단된다. 다만 같은 날 공시된 주주배정 유상증자(신문 발췌에 근거)로 인해 시간외에서 급락하는 등 단기 변동성은 상존한다.","현대오토에버, 계양전기, 가온전선","로봇, 전장/자동차부품, 보스턴다이내믹스 아틀라스 영상, 우선주 수급 쏠림, 유상증자(주주배정·실권주)",0,0,,,,
20260508,KOSPI,307950,현대오토에버,592000.0,29.97,1144257,new,로보틱스 / 피지컬 AI,보스턴다이나믹스 '아틀라스' 양산형 모델 작동 영상 공개 및 나스닥 상장 추진 소식 → 그룹 로봇 상용화 기대에 따른 현대차그룹 SI(로봇 오케스트레이션·MES·ERP 연동) 수혜 기대,rumor,2026.05.08,0,high,"보스턴다이나믹스의 아틀라스 양산형 영상(5월 5일 공개)과 관련 보도가 5~8일에 걸쳐 집중되며 로봇 상용화 기대가 확대됐고, 증권가가 현대오토에버를 그룹 내 유일 SI사업자로 지목하면서 수급이 몰려 주가가 급등했다. 언론 보도와 애널리스트 추정치(KB·흥국 등)가 구체적 매출 기대(메시·ERP 연동 비용 가정)를 제시하며 매수 심리를 촉발했다.","현대차, 현대모비스, 기아","로보틱스, 피지컬 AI, 로봇 SI(시스템 통합), MES·ERP 연동, 아틀라스 양산형 영상 공개, 나스닥 상장 추진",0,0,,,,
20260508,KOSPI,000500,가온전선,477000.0,29.97,310071,new,AI 인프라,AI 데이터센터 투자 확대에 따른 고용량 전력 케이블·전선 수요 급증 기대(데이터센터 전력 케이블 공급 수혜),rumor,2026.05.08,0,medium,최근 다수 기사에서 AI 데이터센터 투자 확대 기대가 전선·전력 인프라주에 대한 수요 전망을 자극하며 섹터 차익매수로 연결된 점이 직접적 원인으로 보입니다. 가온전선은 같은 기간 전선주 중심의 동반 강세 속에 대량거래를 동반한 급등을 보였으므로 테마성(수요 기대) 매매가 주된 동인입니다.,"KBI메탈, 코리아써키트, 대우건설","AI 데이터센터, 전력 인프라 투자, 고용량 전력 케이블 수요, 데이터센터 전력 케이블 공급계약, 거래대금 급증",0,0,,,,
20260508,KOSPI,011000,진원생명과학,1129.0,29.92,6885458,new,구조조정,51억 규모 CB 납입으로 구조조정(감자 일정 변경·임시주총 연기) 속도 가속화,disclosure,2026.05.07,1,high,회사 공시에 따른 51억원 규모 CB 납입 소식이 구조조정(감자 일정 변경 및 임시주총 연기) 속도가 빨라질 것이라는 기대를 촉발해 매수세가 집중된 것으로 보입니다. 언론이 5월8일 해당 소식을 재차 보도하며 투자심리가 빠르게 강화되어 당일 급등과 거래량 폭증으로 이어졌습니다.,,"구조조정, 의무보유 해제, 51억 CB 납입, 감자 일정 변경, 임시주총 연기",0,0,,,,
20260508,KOSPI,012200,계양전기,8480.0,29.86,6611485,new,수급/테마,보스턴다이내믹스 '아틀라스' 영상 공개에 따른 로봇·전장 테마 수급 유입 (전동공구·자동차용 모터 관련 기대감으로 계양전기 매수 집중),technical,2026.05.08,0,medium,"다수 매체가 5월8일 보스턴다이내믹스 아틀라스 영상 공개로 로봇·전장 관련 종목에 단기 자금이 집중됐다고 보도했고, 계양전기는 전동공구·자동차용 모터 노출로 해당 수급을 흡수하면서 급등했다. 회사 고유 재무(결손금·차입 증가)와 같은 악재성 공시에도 불구하고 당일의 테마성 수급이 표면적 상승을 주도한 것으로 판단된다.","현대오토에버, 가온전선, 대원전선","로봇·휴머노이드, 전장부품/자동차모터, 아틀라스 영상 공개, 유상증자 409억원, 단기차입 100억원",0,0,,,,
20260508,KOSPI,006345,대원전선우,21800.0,29.84,1947215,new,전력기기/전선 (수요·테마성 급등),미국 AI 인프라(데이터센터) 수요 증가로 인한 전력케이블·전력공급설비 수혜,rumor,,0,medium,"이전 분석 재사용 (최초 20260504, 3일째 등장)","LS일렉트릭, LS, 효성중공업","AI 인프라, 데이터센터 전력케이블, 전력기기 강세, 미국 인프라 수요, 전선 공급계약",0,0,,,,
20260508,KOSPI,044820,코스맥스비티아이,22650.0,24.11,1021946,new,바이오/헬스케어(뷰티·헬스 융합),미국 AI 헬스케어사와 '개인 맞춤형 뷰티 큐레이션' MOU 체결(피부사진·웨어러블 기반 건강데이터 연동) 및 이후 건강기능식품 사업 확대 보도,contract,2026.04.24,20,medium,"4월 24일 회사가 AI 헬스케어사와 개인 맞춤형 뷰티 큐레이션 플랫폼 개발 MOU를 발표했고, 이후(5월 8일) 건강기능식품 진출 보도가 나오며 뷰티·헬스 융합 기대감이 확산되어 투자심리가 강하게 유입된 것으로 판단됨. MOU(공식 협약)라는 구체적 호재가 기반이 되고, 추가 보도가 모멘텀을 재점화한 흐름이라 상승 폭이 컸다.","코스맥스, 이온헬스, HLB제넥스","뷰티-헬스케어 융합, AI 개인맞춤, 개인 맞춤형 뷰티 큐레이션, 웨어러블 피부 데이터, 건강기능식품 진출",0,0,,,,
20260508,KOSPI,004710,한솔테크닉스,10880.0,18.91,6320384,new,수급/그룹 M&A(지배구조 변화),한솔그룹의 M&A·지배력 강화 기대(그룹 차원의 신사업 확장·재편 보도),rumor,,0,medium,"이전 분석 재사용 (최초 20260507, 2일째 등장)","한솔케미칼, 한솔PNS","M&A, 지배구조 개편, 계열사 흡수합병, 신사업 투자처 공개, 지분율 변동공시",0,0,,,,
