date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260601,KOSPI,037560,LG헬로비전,2860,30.0,13743097,new,수급/그룹주 연동,젠슨 황 방한(방한 기대)·구광모 회동 소식에 따른 LG그룹주 동반 급등(제2의 '깐부' 회동 기대),rumor,2026.06.01,0,medium,"당일 다수 기사들이 '젠슨 황 방한'과 '구광모 회동' 기대감을 앞세워 LG계열 주(특히 대형 전자·계열주)가 일제히 급등했다고 보도했고, LG헬로비전 역시 그룹주 연동 매수로 급등했다. 회사 공시·실적·수주 등 개별 호재가 확인되지 않아 온전히 그룹·테마성 수급(대형주 랠리)으로 판단된다.","LG전자, 네이버, 두산","그룹주 연동, CEO 회동 기대, 젠슨 황 방한, 깐부 회동 기대, 대형전자주 급등",27
20260601,KOSPI,066575,LG전자우,124400,29.99,2997702,continuation,수급·이벤트(기업 간 협력 기대/방한 이슈),젠슨 황 방한 기대감(엔비디아 CEO 방한설)으로 AI협력·파트너십 기대가 부각되며 LG그룹주에 수급 집중,rumor,,0,medium,"이전 분석 재사용 (최초 20260512, 5일째 등장)","LG이노텍, LG디스플레이, 네이버","AI 협력, 젠슨 황 방한, 그룹주 동반상승, AI 칩·데이터센터 협력설, 대규모 MOU 기대, 수급·기관 매수 집중",24
20260601,KOSPI,454910,두산로보틱스,138400,29.95,3538477,new,AI/엔비디아 방한에 따른 테마 수급,젠슨 황 방한·韓기업(대기업 총수)과의 '깐부 회동' 및 엔비디아-한국 기업 간 AI팩토리·디지털트윈·로봇 협업 기대,rumor,2026.06.01,0,medium,당일 다수의 종목 태깅 기사들이 '젠슨 황 방한'과 재계 총수 회동(소위 '깐부 회동') 소식을 전하며 엔비디아의 AI·디지털트윈·로봇 협업 기대감을 확산시켰습니다. 두산로보틱스는 로봇·피지컬AI 관련주로 투자심리 수혜를 본 것으로 판단되어 단기 급등이 발생했습니다.,"LG전자, 네이버","엔비디아 방한, AI팩토리·디지털트윈, 깐부 회동, 로봇 훈련 협업, 피지컬 AI",28
20260601,KOSPI,066570,LG전자,380500,29.86,4962100,continuation,수급/기업협업(IT·AI 관련 호재),젠슨 황 방한 예고 및 LG·네이버와의 AI 협력 논의 보도(엔비디아-한국기업 협업 기대),rumor,,0,medium,"이전 분석 재사용 (최초 20260512, 6일째 등장)","네이버, 엔비디아, 삼성전자","AI 협력, AI 데이터센터, 젠슨 황 방한, LG-네이버 AI 협업, 엔비디아 한국 파트너십",26
20260601,KOSPI,064400,LG씨엔에스,143700,26.27,11084314,continuation,AI / 엔터프라이즈 SI,LG CNS의 '에이전틱·피지컬 AI'(AI 에이전트·휴머노이드) 실증·사업화 공개 및 오픈AI 관련 협업·AX(Enterprise ChatGPT) 실행 사례 발표,rumor,,0,medium,"이전 분석 재사용 (최초 20260514, 4일째 등장)","삼성SDS, CJ올리브네트웍스","AI 인프라, 엔터프라이즈 AI, 휴머노이드, AI 에이전트 상용화, AX(업무용 ChatGPT) 도입 사례, 오픈AI 파트너십",23
20260601,KOSPI,018260,삼성에스디에스,362000,21.07,2876979,continuation,AI 인프라 / 데이터센터,AI 데이터센터·인프라 투자 기대감에 따른 SI업체 수혜(오픈AI 상장 기대·AI 인프라 랠리 보도로 한시적 매수 집중),rumor,,0,medium,"이전 분석 재사용 (최초 20260527, 3일째 등장)","현대오토에버, LG CNS, CJ올리브네트웍스","AI 데이터센터, AI 인프라, SI(시스템통합), 오픈AI 상장, AI GPU 증설, AI 인프라 수주",28
20260601,KOSPI,022100,포스코DX,38700,19.26,8244487,new,AI / 산업용 로봇 (피지컬 AI),로봇 파운데이션 모델(범용 로봇 AI) 공동개발 업무협약 체결,contract,2026.05.31,1,high,"다수의 종목태그 기사와 일반 보도가 5월31일~6월1일에 걸쳐 '포스코DX와 NC AI의 피지컬 AI·로봇 두뇌 공동개발' 협약을 보도했고, 이 계약성 협력 소식이 D-day 전후로 투자자 기대를 자극해 대량 매수로 주가가 급등한 것으로 판단된다. 관련 보도가 연달아 나오며 '피지컬 AI' 테마 수혜주로 부각된 점도 거래량 급증을 설명한다.","두산로보틱스, 현대로템","피지컬 AI, 산업용 로봇, 로봇 파운데이션 모델, 범용 로봇 AI 모델 공동개발, 현장 판단 로봇, 로봇 자동화 안전기술",28
20260601,KOSPI,109070,주성코퍼레이션,1632,19.21,4895078,new,수급/섹터수혜(물류·데이터센터 관련 테마),국제 해운 운임 반등 기대에 따른 물류업황 개선(물류장비·포장 수요 증가) 및 AI 데이터센터 투자 확대로 관련 장비/솔루션 수혜 기대,rumor,2026.05.31,1,medium,"최근 보도들이 해운 운임 반등 기대와 물류업황 개선, 그리고 AI 데이터센터 투자 확대 수혜를 병행 보도하면서 물류·장비 관련 종목에 매수심리가 유입된 것으로 보입니다. 주성코퍼레이션 관련 직접 공시는 확인되지 않아 종목 상승은 섹터·수급성 재료(시장 기대)로 판단됩니다.","HMM, 흥아해운, 가온그룹","물류업황 회복, AI 데이터센터 투자, 해운 운임 반등, 물류장비·포장 수요",8
20260601,KOSPI,181710,NHN,59600,17.09,945491,continuation,클라우드·AI 서비스,NHN클라우드 '팩토리X' 출범 및 AI 매출 목표 상향(내년 50%대)·'올해 무조건 흑자 전환' 자신 표명,disclosure,,0,high,"이전 분석 재사용 (최초 20260529, 2일째 등장)","LG씨엔에스, 이노그리드","AI 인프라 팩토리X, AI 매출 비중 50%대, 클라우드 공공 전환, 무조건 흑자 전환, 한게임 포커 러시홀덤, 데이터센터·AI 서비스 계약",12
20260601,KOSPI,035420,NAVER,271500,16.03,14498618,continuation,AI / 기업 협력 이슈,젠슨 황(엔비디아) 방한·재계 총수·이해진 등과 '피지컬 AI' 연쇄 회동 소식 + 네이버-서울대 커넥트재단 AI 인재양성 협약(커리큘럼 공동 개발),rumor,,0,medium,"이전 분석 재사용 (최초 20260529, 2일째 등장)","삼성전자, SK하이닉스","피지컬 AI, 젠슨 황 방한, AI 인재양성, 커넥트재단 서울대 협약",27
