date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260518,KOSPI,025560,미래산업,24950,29.88,719564,continuation,실적,1분기 영업이익 및 매출 급증,earnings,,0,high,"이전 분석 재사용 (최초 20260513, 2일째 등장)",,"어닝 서프라이즈, 영업이익 급증, 매출 급증, 1분기 실적, 폭발적 실적 개선",16
20260518,KOSPI,055490,테이팩스,21900,23.87,332120,new,전자부품·포장재의 배터리 부품 전환(2차전지 부품),미디어 보도상 '포장재부터 첨단 배터리 부품까지' 사업 확장 언급(사업전환/확장 기대),rumor,2026.05.17,1,medium,"직접적인 공시나 실적 발표는 없으나 5월17일 다수의 기사에서 테이팩스의 포장재 기반 사업이 첨단 배터리 부품으로 확장될 수 있다는 전망을 제시했고, 해당 보도가 D-1에 노출되며 단기 매수세를 유인한 것으로 보인다. 대형 섹터 호조(반도체·코스피 강세)와 맞물려 종목별 쏠림 현상이 발생하면서 급등한 것으로 판단된다.","대주전자재료, 대덕전자","2차전지 부품 공급계약, 전자부품, 배터리 부품 국산화, 포장재 기반 첨단소재 전환, 전기차용 전극 탭",12
20260518,KOSPI,001450,현대해상,38350,14.99,3513269,new,실적,1분기 보험손익·투자손익 깜짝 개선 (특히 장기보험 손익 개선 및 전반적 투자손익 호조),earnings,2026.05.18,0,high,"동일일 다수의 종목 태그 기사들이 '1분기 깜짝 실적'과 '보험손익 개선'을 구체적으로 보도했고, 이에 따라 투자자 기대가 즉각 매수로 연결되어 주가가 급등한 것으로 판단됨. 보도들은 투자손익과 장기보험 실적 개선을 근거로 들고 있어 호재의 근거가 명확하다.","DB손해보험, KB손해보험, 삼성화재","실적 서프라이즈, 보험손익 개선, 투자손익 호조, 1분기 깜짝 실적, 장기보험 손익 개선, 자동차보험 적자 개선",24
20260518,KOSPI,000500,가온전선,380000,12.26,839959,continuation,정책,LS전선의 군산 공장에서의 친환경 구리 소재 양산 본격화,disclosure,,0,high,"이전 분석 재사용 (최초 20260512, 2일째 등장)",LS전선,"정책, 재생동 양산, 친환경 구리 소재, 자원순환형 공급망",24
20260518,KOSPI,006260,LS,528000,11.75,523497,new,전력인프라/데이터센터 수주,미국 AI 데이터센터向 버스덕트(배전설비) 최대 4조원대 공급계약(자회사 통해 공시),contract,2026.05.18,0,high,당일(5/18) 자회사·계열사 관련 대형 수주(미국 빅테크 AI 데이터센터용 버스덕트 최대 4조원)가 여러 매체와 공시로 보도되며 직접적 매수 재료로 작용했다. 또한 증권사 실적·목표가 상향 보도도 동반되어 수급이 집중된 것으로 판단된다.,"가온전선, LS일렉트릭","AI 데이터센터, 전력인프라 수주, 버스덕트 4조 계약, 미국 빅테크 공급계약, 배전설비 공급",27
20260518,KOSPI,088790,진도,2885,10.96,310628,unclear,unknown,직접적인 기업 관련 뉴스·공시 부재 — 지역(진도) 관련 보도 다수로 인한 테마성·수급성 매수 가능성,rumor,,0,low,"제공된 14일 뉴스는 지명(진도) 기반의 지역·문화·정책 기사들로, 회사 관련 공시나 실적·수주·정책 등 명확한 호재가 없음. 따라서 이번 급등(+10.96%)은 개별 기업의 본질적 뉴스 없이 소형주·지역 연관 테마 매수 또는 단기 수급·루머에 의해 발생했을 가능성이 높음.",,"테마성 급등, 소형주 투기, 거래대금 급증, 지방 이슈 연계, 무근거 루머",10
20260518,KOSPI,003690,코리안리,14420,9.82,2379995,continuation,실적,"1분기 영업이익 2,845억원·당기순이익 2,095억원(전년비 131%↑) 공시",earnings,,0,high,"이전 분석 재사용 (최초 20260515, 2일째 등장)","삼성화재, DB손해보험","보험업, 어닝 서프라이즈, 1분기 영업이익 2845억, 1분기 순이익 2095억, 나무호 전쟁특약 1000억",12
20260518,KOSPI,011000,진원생명과학,1051,9.48,18329225,new,수급/재무구조,구조조정 속도 가속화 및 51억 원 규모 CB 납입 완료(공시·보도),disclosure,2026.05.07,11,medium,"5월 초 '구조조정 속도' 보도와 함께 51억 원 규모 전환사채(CB) 납입 소식이 나와 재무안정성 개선 기대가 형성되었고, 해당 뉴스가 주가 재평가로 이어진 것으로 보입니다. 일중 거래량 급증과 연속된 바이오 섹터 관심 속에서 수급이 몰리며 5월18일 급등이 발생한 것으로 판단됩니다.",,"구조조정, 자금조달, CB 납입 51억, 의무보유해제 487만주, 재무구조 개선",20
20260518,KOSPI,010060,OCI홀딩스,318000,9.28,526466,new,수급/테마(우주·태양광),스페이스X 대규모 IPO·우주항공 ETF 강세로 우주테크 관련 종목(ETF 편입 등)에 대한 순매수 집중,rumor,2026.05.17,1,medium,"직접적인 공시나 실적 호재는 보이지 않고, 5/17 다수 기사에서 스페이스X 이슈와 우주테크 ETF 강세를 언급하며 OCI홀딩스가 개인·초고수 순매수 상위에 오른 점이 당일 급등의 주된 촉발로 보인다. 즉 우주·테마성 수급 쏠림(ETF·개미·상위투자자 매수)이 가격을 밀어올린 패턴이다.","한화에어로스페이스, 한화솔루션","우주테크 ETF, 스페이스X IPO, 우주항공 ETF 순매수, 폴리실리콘 섹션 232, 우주·태양광 수급 모멘텀",28
20260518,KOSPI,008060,대덕,20500,9.22,241467,new,반도체 — 메모리(생산시설 투자),메모리 신규 시설투자·공장 증설 결정(생산능력 확대),disclosure,2026.05.12,6,high,같은 날(2026.05.12) 다수의 종목 태그 기사에서 '메모리 공장 증설·신규 시설투자'가 보도되고 DB증권의 목표가 상향 리포트가 동반되었음. 회사 측의 설비투자 발표(혹은 이를 전제로 한 증권사 리포트)가 직접적 매수 재료로 작용해 주가가 급등한 것으로 판단됨.,"네오티스, DB하이텍","메모리 공장 증설, 신규 시설투자 결정, 생산능력 확대 2027년 하반기, 목표가 상향 리포트",18
