date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260603,KOSPI,068290,삼성출판사,7930,30.0,161245,new,수급(자사주 취득),10억 규모 자사주 취득 신탁계약 결정,disclosure,2026.06.01,1,high,"공시성 보도(자사주 취득 신탁계약 체결·규모 10억)가 D-1일에 나왔고, 관련 기사들이 D-day 장초반에 집중 보도되어 매수·수급 개선 기대가 즉각적으로 주가를 밀어올린 것으로 보임. 소형주에서 자사주 취득은 유통주식 수 축소와 주주가치 제고 기대를 만들어 상한가로 직결되는 경우가 많아 직접적 트리거로 판단함.",,"자사주 취득, 수급개선, 유통주식 축소, 10억 규모 신탁계약, 자사주 소각 검토, 아기상어 IP 매출",17
20260603,KOSPI,454910,두산로보틱스,166700,20.45,9339442,continuation,AI/엔비디아 방한에 따른 테마 수급,젠슨 황 방한·韓기업(대기업 총수)과의 '깐부 회동' 및 엔비디아-한국 기업 간 AI팩토리·디지털트윈·로봇 협업 기대,rumor,,0,medium,"이전 분석 재사용 (최초 20260515, 3일째 등장)","LG전자, 네이버","엔비디아 방한, AI팩토리·디지털트윈, 깐부 회동, 로봇 훈련 협업, 피지컬 AI",25
20260603,KOSPI,032830,삼성생명,480000,17.07,772311,new,보험사 인수전(M&A)·업종 재평가,KDB생명(예별손보) 예비입찰 흥행 — 생보 빅3 참여 소식으로 인수전 가열,rumor,2026.06.02,1,medium,"6·7차 매각 시도 끝에 열린 KDB생명 예비입찰에 생보 업계 빅3 참여 소식이 전해지며 보험업종의 M&A 기대감이 커졌고, 이에 따라 대형 생명보험사인 삼성생명이 단기 급등했다. 또한 이날 코스피 사상 최고치 경신 등 전반적 증시 강세가 수급을 뒷받침했다.","교보생명, 한화생명","생명보험 인수전, 예비입찰 흥행, 보험업 M&A, 예별손보 매각, 빅3 경쟁, 업계 구조개편",26
20260603,KOSPI,036570,NC,338000,14.38,841776,new,정책/수급성(AI·로봇 테마·테마성 수급),젠슨 황 방한(엔비디아 CEO)으로 한국 AI·로봇 기업들과의 협업·파트너십 기대감 고조,rumor,2026.06.03,0,medium,당일 다수의 종목 태그 기사에서 젠슨 황의 방한과 AI·로봇 분야 한국 기업들과의 접촉 가능성을 보도하며 AI·로봇 연관주에 대한 테마성 매수로 연결된 것으로 보임. 엔씨는 기사에서 AI·로봇 및 게임(중국 매출 기대) 관련 태그로 함께 언급되어 테마 수혜를 받은 것으로 판단됨.,"두산로보틱스, 넷마블","AI 생태계, 피지컬 AI/로봇, 젠슨 황 방한, 엔비디아 협업 기대, 리니지2M 중국 성과",25
20260603,KOSPI,085620,미래에셋생명,17200,14.29,1267290,new,수급·밸류업(기업가치 재평가),"계열사 지분 평가·밸류업 기대감(계열사 지분 1,327억원 보유 공시 및 언론 보도에 따른 가치 재평가 기대)",rumor,2026.06.02,0,medium,"D-day 당일 뉴스에서 '밸류업 기대감'을 직접 거론하며 주가 급등이 발생했고, 직전일에 계열사 지분 보유 규모(1,327억원) 공개 기사가 있어 숨은 자산가치가 매수 심리를 자극한 것으로 보인다. 또한 변액펀드 고수익·높은 K-ICS 비율 등 재무·성과 지표가 복합적으로 긍정적 신호를 주며 수급 유입을 촉발했을 가능성이 높다.","삼성생명, 한화생명","밸류업, 자산가치 재평가, 계열사 지분 1,327억원, 변액펀드 고수익, K-ICS 167.6%",28
20260603,KOSPI,101140,인바이오젠,7530,12.72,45813,new,바이오(진단키트·헬스케어 유통),키오스크 기반 진단키트 도입·소매형 진단기기 설치 소식(유통·설치 실적 기대),rumor,2026.06.02,0,medium,"당일(06.02) 보도에서 '키오스크에 진단키트까지…인바이오젠, 투심 회복'이라는 내용이 나와 소매 유통 채널 확대(키오스크 설치·납품 기대)가 투자심리를 자극한 것으로 보입니다. 별도 공시·실적 발표는 확인되지 않아 구체 계약보다는 확산된 보도·투심 회전이 단기 급등의 주된 원인으로 판단됩니다.","씨젠, 휴마시스","진단키트, 키오스크 헬스케어, 키오스크 진단기기 설치, 소매형 감염진단, 유통채널 확대",13
20260603,KOSPI,017670,SK텔레콤,125200,11.59,8152778,continuation,policy,5월 이동전화 번호이동에서 SKT 순증 1위(번호이동 통계) + 정부 통신비 인하 정책 맞춤형 요금제 개편 기대,policy,,0,medium,"이전 분석 재사용 (최초 20260601, 2일째 등장)","KT, LG유플러스","통신정책, AI 데이터센터, 번호이동 순증, 요금제 개편, MS 125MW 데이터센터",26
20260603,KOSPI,037560,LG헬로비전,3170,10.84,65576391,continuation,수급/그룹주 연동,젠슨 황 방한(방한 기대)·구광모 회동 소식에 따른 LG그룹주 동반 급등(제2의 '깐부' 회동 기대),rumor,,0,medium,"이전 분석 재사용 (최초 20260601, 2일째 등장)","LG전자, 네이버, 두산","그룹주 연동, CEO 회동 기대, 젠슨 황 방한, 깐부 회동 기대, 대형전자주 급등",25
20260603,KOSPI,008700,아남전자,1330,10.47,13537376,new,수급(자사주 신탁) / 전자제품 업종 모멘텀,20억원 규모 자사주 신탁계약 체결 (자사주 소각/신탁에 따른 매수수급 개선 기대),disclosure,2026.05.28,5,high,"5월 28일 공시된 '20억원 규모 자사주 신탁계약'이 수급 측면의 명확한 호재로 작용했으며, 이후 전자제품 업종의 전반적 강세와 외국인 매수 흐름 속에서 주가가 급등한 것으로 보임. 6월 2일 관련 시황기사에선 거래상위 종목으로 편입되어 단기 수급 쏠림이 강화된 점도 상승을 뒷받침함.","LG헬로비전, LG전자","자사주 신탁, 가전·전자업종 랠리, 20억원 규모 신탁, 외국인 순매수, 거래상위 편입",8
20260603,KOSPI,092200,디아이씨,9600,10.47,2678808,new,로봇·피지컬 AI 테마,젠슨 황의 '에이전틱·피지컬 AI' 발언을 계기로 촉발된 로봇주 동반급등(로봇·산업용 자동화 기대감 확산),rumor,2026.06.02,0,medium,"당일·직전 보도들이 젠슨 황 연설과 피지컬 AI·로봇 관련 업종 과열을 주요 원인으로 지목하고 있어, 디아이씨의 급등은 개별 호재 공시 없이 테마성 동반 상승에 따른 것으로 판단된다. 거래량 급증과 함께 로봇·자동화 관련 타 종목들도 동반 강세를 보인 점이 테마 랠리 성격을 뒷받침한다.","유일로보틱스, 로보티즈, 로보스타","피지컬 AI, 로봇 테마 랠리, 젠슨 황 선언, 산업용 로봇 수요, 무인화·공장 자동화 수주",10
