date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260421,KOSPI,009415,태영건설우,12280,29.95,810131,new,수급,중동 종전(휴전) 기대에 따른 '중동 전후 인프라 재건(원전·에너지시설 포함) 수주' 기대감 확산,rumor,2026.04.21,0,medium,"당일 복수 기사들이 코스피·건설업종 강세를 배경으로 태영건설우를 포함한 건설주가 상한가를 기록했다고 보도했고, 보도 내용은 '중동 종전·재건 기대'와 외국인·기관의 동반 매수 유입을 직접 원인으로 제시하고 있다. 회사 공시나 개별 수주·실적 근거는 없으므로 개별 호재보다는 지정학적 완화에 따른 섹터·수급성 재평가가 핵심 트리거로 판단된다.","대우건설, GS건설","중동 재건, 지정학 리스크 완화, 중동 인프라 복구 수주, 원전·에너지시설 복구, 외국인·기관 순매수",16,16,,stock_news:16,2026-04-21 16:11,-1
20260421,KOSPI,336370,솔루스첨단소재,13880,26.07,5072608,unclear,수급,,unknown,,0,low,"최근 14일 내 종목 관련 뉴스가 전혀 없어(태그/검색 모두 없음) 가격 급등의 직접적 언론 트리거를 확인할 수 없습니다. 거래량 급증과 하루 +26% 상승은 단기적 수급 쏠림(개인매수·공매도 커버링), 기술적 반등 또는 소규모 루머·블록딜 가능성 등 비(非)공시성 요인에 의해 발생했을 가능성이 큽니다. 추가 확인 전까지는 펀더멘털 호재보다는 수급성·투기성 요인으로 보는 것이 합당합니다.",,"수급, 공매도, 기술적 반등, 대량거래, 외국인 순매수 급증, 미확인 루머/호재",0,0,no_news_in_window,,,
20260421,KOSPI,006400,삼성SDI,645000,19.89,2533682,unclear,2차전지,,unknown,,0,low,"요청하신 14일 기간 내에 종목 태그 기사나 일반 뉴스가 전혀 없어(관련 뉴스 없음) 특정한 뉴스성 트리거를 확인할 수 없습니다. 거래량 급증과 함께 급등이 발생했으므로 섹터(전기차·배터리) 동반 랠리, ETF·수급 흐름, 또는 기술적 반등(돌파)에 따른 매수 유입 가능성은 있으나 확정적 근거는 부족합니다.","LG에너지솔루션, SK온, 포스코케미칼","2차전지, 전기차 배터리, 글로벌 전기차 판매, NCM·LFP 수요전환, 배터리 원재료(니켈·코발트) 가격, 배터리 셀·팩 공급계약 체결",0,0,no_news_in_window,,,
20260421,KOSPI,443060,HD현대마린솔루션,230000,17.53,718701,unclear,조선/해운,직접적 공시·보도 없음 — 단기 수급·테마성(지수/ETF 편입 루머·기관 매수) 가능성,unknown,,0,low,"최근 14일 내 종목 태그 기사나 일반 뉴스가 전혀 확인되지 않아 가격 급등의 직접적 뉴스 트리거는 부재함. 따라서 D-day의 +17.53% 상승은 특정 공시가 아닌 단기 수급(기관·외국인·프로그램 매매), 동종업종(조선·해운) 강세에 따른 테마성 급등 또는 기술적 반등·루머에 의한 것으로 추정됨. 향후 확실한 원인 파악을 위해 공시·수주·인덱스 편입 여부를 모니터링해야 함.","HD현대, 현대중공업, 대우조선해양","조선/해운 수주, 친환경 선박 연료, LNG·암모니아 추진 솔루션, 대형 해양플랜트 EPC 계약, 지수/ETF 편입 가능성",0,0,no_news_in_window,,,
20260421,KOSPI,009155,삼성전기우,314000,17.16,109682,new,수급·시장 랠리 (코스피·외국인·기관 매수),외국인·기관 동반 순매수에 따른 코스피 사상 최고치 장세가 촉발한 기술적 랠리(동시에 증권사 리포트로 부각된 AI 데이터센터용 ABF 기판·실리콘 커패시터 수요 확대가 밑받침),technical,2026.04.21,0,medium,"D-day(2026.04.21)에는 외국인과 기관의 동반 순매수로 코스피가 사상 최고치를 기록하며 시장 광범위한 랠리가 발생했고, 같은 기사에서 삼성전기우가 큰 폭으로 상승한 것으로 확인된다. 이전(4/10) 증권가 분석이 ABF 기판·실리콘 커패시터의 AI 서버 수요 확대와 엔비디아 등 북미 고객사 내 입지 강화 기대를 제기해 기술적 상승에 대한 기반이 되었기 때문에 수급 트리거와 펀더멘털 기대가 복합적으로 작용한 것으로 판단된다.","삼성전기 (보통주), 삼성SDI, LG이노텍","기관·외국인 순매수, AI 데이터센터/서버 수요, ABF(아지노모토 빌드업필름) 기판, 실리콘 커패시터(MLCC) 서버용 수요, LPU/엔비디아 공급망 편입, 52주 신고가·기술적 랠리",6,6,,stock_news:6,2026-04-21 16:11,-1
20260421,KOSPI,047040,대우건설,32850,16.9,94558241,unclear,수급,단기간 대량 거래에 따른 수급 급변(테마성 매수 또는 공매도 커버링 가능성),unknown,,0,low,최근 14일 내 종목 관련 뉴스가 전혀 없어 공시·수주·정책성 호재로 설명할 근거가 없음. 거래량이 대폭 증가한 가운데 +16.90% 급등이 발생한 점으로 보아 외부 공시가 아닌 단기적 수급(대량 매수·공매도 커버링·ETF·지수관련 리밸런싱 등) 요인일 가능성이 높음. 향후 공시 또는 거래주체(기관/외국인) 흐름 확인이 필요함.,"현대건설, GS건설, HDC현대산업개발","수급(대량거래), 건설·재개발 정책, 기관·외국인 매수 집중, 대형 수주·공사계약, 자산매각·유동화 추진",0,0,no_news_in_window,,,
20260421,KOSPI,092220,KEC,1418,15.94,49748808,unclear,수급,,unknown,,0,low,"제공된 14일간 뉴스는 모두 '코스피 거래량 상위' 집계 기사로, KEC에 대한 개별 공시·수주·실적·정책성 호재는 확인되지 않습니다. KEC는 단순히 거래상위·등락률 목록에 반복 등장할 뿐이라 D-day의 급등은 개별 기업의 본질적 이벤트보다는 단기적 시장 수급(거래량 집중, 테마성 매수) 요인으로 판단됩니다.","대한전선, 대원전선","시장 수급, 거래량 집중, 전선 공급계약, 해외 EPC 수주, 공장 가동/증설",5,5,theme_only_supply,stock_news:5,2026-04-15 12:57,5
20260421,KOSPI,049800,우진플라임,3240,15.92,6278682,new,스마트 제조/산업용 로봇,자체 개발 산업용 로봇 'WABOT' 양산 돌입 및 로봇 공장 준공 (사출기·로봇·소프트웨어 통합 사업전환),disclosure,2026.04.15,6,high,우진플라임이 4월 중 로봇 공장 준공과 자체 개발한 산업용 로봇 'WABOT' 양산 돌입을 공시·언론 배포(4/15~4/17)하며 사업 구조전환(사출기→로봇·소프트웨어 통합)을 구체화한 점이 주가 상승의 핵심 트리거로 보입니다. 4/21의 코스피 전반 강세와 외국인·기관 매수세가 겹치며 해당 뉴스가 재평가돼 급등폭이 확대된 것으로 판단됩니다.,"한솔테크닉스, 세원정공","산업용 로봇 양산, 스마트팩토리/스마트 제조, WABOT 양산 출하, 로봇 공장 준공, PLAIMM-X CMS 통합",10,10,,stock_news:10,2026-04-21 09:23,-1
20260421,KOSPI,006405,삼성SDI우,307000,15.41,83691,new,2차전지,ESS용 배터리 분기별 실적 성장 및 AMPC(생산세액공제) 인식(915억원)으로 인한 ESS 사업 수익성 개선·라인 EV→ESS 전환과 미국 ESS 시장 추가 수주 기대,earnings,2026.04.20,0,high,당일 보도된 증권가 분석과 머니투데이 기사에서 ESS용 배터리의 분기별 실적 성장과 AMPC(생산세액공제) 인식(915억원)으로 수익성 개선·턴어라운드 기대를 제시해 투자심리가 급격히 개선됐다. 또한 EV 라인을 ESS로 전환해 미국 ESS 시장에서 추가 수주 가능성이 크다는 점이 즉각적인 매수로 연결된 것으로 보인다.,"LG에너지솔루션, SK온, 에코프로비엠","2차전지, ESS(에너지저장장치), AMPC 생산세액공제(915억원), 라인 전환(EV→ESS), 미국 ESS 수주 확대",1,1,,stock_news:1,2026-04-20 09:54,0
20260421,KOSPI,457190,이수스페셜티케미컬,127000,13.8,1542395,unclear,수급,,unknown,,0,low,"최근 14일 관련 뉴스가 전혀 없어 공시·수주·정책 등 직접적 트리거를 확인할 수 없습니다. 따라서 D-day의 급등은 단기적 기관·외국인 매수 유입이나 기술적 반등(거래량 급증에 따른 단기 베팅), 또는 테마성 수급에 따른 것으로 추정됩니다. 정확한 원인 확인을 위해 거래원별 매매동향과 당일 공시를 추가 확인해야 합니다.","KCC, 삼화페인트, 삼양사","수급, 특수화학, 기술적 반등, 전자재료 첨가제 수주, 원재료(나프타) 가격, 기관·외국인 순매수",0,0,no_news_in_window,,,
