date,ticker,name,market,close,change_pct,volume,value_eok,ma5,ma20,ma60,ma120,rsi14,volume_ratio_20d,value_ratio_20d,gap_pct,upper_shadow_pct,close_position_pct,distance_ma20_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,entry_risk,chart_score,comment
20260513,330860,네패스아크,KOSDAQ,51000,22.01,1944206,991.5,43050.0,37035.0,27330.5,22424.17,76.16,3.15,4.38,-6.58,19.0,81.0,37.71,True,True,strong_uptrend,strong_close,trend_continuation,extreme,87,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 37.7%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,014910,성문전자,KOSPI,3295,29.98,8223215,271.0,2268.8,1918.9,1777.6,1709.21,84.24,6.39,10.05,22.29,0.0,100.0,71.71,True,True,strong_uptrend,strong_close,volume_breakout,extreme,79,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 6.4배입니다. RSI 84.2로 추격 매수는 부담스럽습니다. 20일선 이격 71.7%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,025560,미래산업,KOSPI,21850,29.98,336902,73.6,18454.0,16021.0,14537.0,13753.0,78.83,3.7,4.9,0.0,0.0,100.0,36.38,True,True,strong_uptrend,strong_close,trend_continuation,extreme,75,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 36.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,144960,뉴파워프라즈마,KOSDAQ,11150,29.95,9663091,1077.4,8406.0,7064.0,6104.67,5791.96,87.0,12.7,18.93,2.8,0.0,100.0,57.84,True,True,strong_uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 12.7배입니다. RSI 87.0로 추격 매수는 부담스럽습니다. 20일선 이격 57.8%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,417840,저스템,KOSDAQ,17030,30.0,4523412,770.3,14478.0,12124.5,8536.17,6695.93,75.36,1.73,2.73,0.0,0.0,100.0,40.46,True,True,strong_uptrend,strong_close,trend_continuation,extreme,73,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 40.5%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,048770,TPC로보틱스,KOSDAQ,7210,29.91,8005602,577.2,5136.0,4008.75,3472.67,3226.32,86.96,7.15,10.88,0.9,0.0,100.0,79.86,True,True,strong_uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 7.2배입니다. RSI 87.0로 추격 매수는 부담스럽습니다. 20일선 이격 79.9%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,032580,피델릭스,KOSDAQ,3210,29.96,11489345,368.8,2103.2,1452.55,1204.2,1155.24,99.08,18.67,37.58,0.0,0.0,100.0,120.99,True,True,strong_uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 18.7배입니다. RSI 99.1로 추격 매수는 부담스럽습니다. 20일선 이격 121.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,123010,알엔티엑스,KOSDAQ,2605,29.93,4307131,112.2,1984.8,1725.6,1323.23,1236.12,76.27,1.16,1.7,6.23,0.0,100.0,50.96,True,True,strong_uptrend,strong_close,trend_continuation,extreme,73,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 51.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,014915,성문전자우,KOSPI,7600,29.91,191834,14.6,5364.0,4697.75,4488.92,4638.75,84.86,20.51,28.83,18.97,0.0,100.0,61.78,True,True,uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 20.5배입니다. RSI 84.9로 추격 매수는 부담스럽습니다. 20일선 이격 61.8%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260513,187870,디바이스,KOSDAQ,27950,30.0,925435,258.7,22580.0,19219.95,13458.6,10524.63,78.76,2.3,3.46,-2.79,0.0,100.0,45.42,True,True,strong_uptrend,strong_close,trend_continuation,extreme,71,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 45.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
