date,ticker,name,market,close,change_pct,volume,value_eok,ma5,ma20,ma60,ma120,rsi14,volume_ratio_20d,value_ratio_20d,gap_pct,upper_shadow_pct,close_position_pct,distance_ma20_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,entry_risk,chart_score,comment
20260508,044820,코스맥스비티아이,KOSPI,22650,24.11,1021946,231.5,19006.0,18119.0,15903.67,14663.42,78.37,39.86,50.53,16.16,28.2,71.8,25.01,True,True,strong_uptrend,gap_up,volume_breakout,extreme,83,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 39.9배입니다. 20일선 이격 25.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,067170,오텍,KOSDAQ,3515,29.94,5626942,197.8,2857.0,2534.5,2069.6,1978.67,75.21,5.22,7.76,0.18,0.0,100.0,38.69,True,True,strong_uptrend,strong_close,volume_breakout,extreme,81,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 5.2배입니다. 20일선 이격 38.7%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,076610,해성옵틱스,KOSDAQ,2785,22.42,28236465,786.4,2226.8,1671.95,1425.52,1098.84,86.63,4.24,6.3,0.0,21.0,79.0,66.57,True,True,strong_uptrend,strong_close,trend_continuation,extreme,75,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 86.6로 추격 매수는 부담스럽습니다. 20일선 이격 66.6%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,036710,심텍홀딩스,KOSDAQ,5060,21.05,3467140,175.4,4157.0,3605.25,2919.17,2842.67,88.55,5.15,7.37,-1.44,14.3,85.7,40.35,True,True,strong_uptrend,strong_close,volume_breakout,extreme,75,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 5.2배입니다. RSI 88.5로 추격 매수는 부담스럽습니다. 20일선 이격 40.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,166480,코아스템켐온,KOSDAQ,4480,20.92,2825213,126.6,3651.0,3132.25,2885.42,2427.88,88.21,4.51,6.34,0.0,2.4,97.6,43.03,True,True,strong_uptrend,strong_close,trend_continuation,extreme,75,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 88.2로 추격 매수는 부담스럽습니다. 20일선 이격 43.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,323350,다원넥스뷰,KOSDAQ,22350,29.94,1362188,304.4,16046.0,13229.0,13029.33,9718.92,87.61,6.3,10.41,4.01,0.0,100.0,68.95,True,True,strong_uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 6.3배입니다. RSI 87.6로 추격 매수는 부담스럽습니다. 20일선 이격 69.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,336260,두산퓨얼셀,KOSPI,86300,13.25,2940895,2538.0,72440.0,52290.0,43093.33,37919.17,88.09,2.15,3.32,-1.57,24.0,76.0,65.04,True,True,strong_uptrend,strong_close,trend_continuation,extreme,71,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 88.1로 추격 매수는 부담스럽습니다. 20일선 이격 65.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,000500,가온전선,KOSPI,477000,29.97,310071,1479.0,348200.0,206350.0,136080.0,109096.67,97.05,2.27,5.39,0.0,0.0,100.0,131.16,True,True,strong_uptrend,strong_close,trend_continuation,extreme,69,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 97.0로 추격 매수는 부담스럽습니다. 20일선 이격 131.2%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,222040,코스맥스엔비티,KOSDAQ,6790,29.83,346169,23.5,5460.0,4812.75,3965.92,3634.62,77.24,2.36,3.31,29.83,0.0,0.0,41.08,True,True,strong_uptrend,gap_up,trend_continuation,extreme,69,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 41.1%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260508,041830,인바디,KOSDAQ,38500,29.85,204350,78.7,31460.0,30075.0,30560.83,30764.58,81.18,5.46,7.1,22.43,0.0,100.0,28.01,True,True,recovering,strong_close,volume_breakout,extreme,68,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 5.5배입니다. RSI 81.2로 추격 매수는 부담스럽습니다. 20일선 이격 28.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
