date,ticker,name,market,close,change_pct,volume,value_eok,ma5,ma20,ma60,ma120,rsi14,volume_ratio_20d,value_ratio_20d,gap_pct,upper_shadow_pct,close_position_pct,distance_ma20_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,entry_risk,chart_score,comment
20260514,005500,삼진제약,KOSPI,23250,29.89,537412,124.9,19050.0,18841.5,18618.83,19233.58,81.47,24.64,30.92,11.06,0.0,100.0,23.4,True,True,uptrend,strong_close,volume_breakout,extreme,79,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 24.6배입니다. RSI 81.5로 추격 매수는 부담스럽습니다. 20일선 이격 23.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,080220,제주반도체,KOSDAQ,75600,28.35,10921653,8256.8,60100.0,52785.0,45986.67,36432.75,77.26,2.52,3.56,-3.23,4.2,95.8,43.22,True,True,strong_uptrend,strong_close,trend_continuation,extreme,77,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 43.2%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,066575,LG전자우,KOSPI,83300,14.42,1017352,847.5,72380.0,61545.0,56375.0,53087.08,85.87,3.96,5.12,2.2,2.0,98.0,35.35,True,True,strong_uptrend,strong_close,trend_continuation,extreme,75,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 85.9로 추격 매수는 부담스럽습니다. 20일선 이격 35.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,000650,천일고속,KOSPI,295000,29.96,45246,133.5,214540.0,209475.0,228666.67,260083.75,73.66,15.76,22.72,28.85,0.0,100.0,40.83,True,False,recovering,strong_close,ma20_recovery,extreme,65,20일선 회복 구간으로 추세 전환 여부를 관찰할 만합니다. 거래량은 20일 평균 대비 15.8배입니다. 20일선 이격 40.8%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,084670,동양고속,KOSPI,56200,29.94,171725,96.5,40760.0,39425.0,42600.83,47746.67,75.12,7.49,10.82,29.94,0.0,100.0,42.55,True,False,recovering,strong_close,ma20_recovery,extreme,65,20일선 회복 구간으로 추세 전환 여부를 관찰할 만합니다. 거래량은 20일 평균 대비 7.5배입니다. 20일선 이격 42.5%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,032580,피델릭스,KOSDAQ,3865,20.4,16732332,646.7,2581.8,1589.55,1249.62,1177.89,99.45,14.15,22.95,9.97,31.8,68.2,143.15,True,True,strong_uptrend,gap_up,trend_continuation,extreme,64,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 14.2배입니다. RSI 99.5로 추격 매수는 부담스럽습니다. 20일선 이격 143.2%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,048770,TPC로보틱스,KOSDAQ,9370,29.96,1706662,159.9,6213.0,4316.5,3562.17,3287.53,91.57,1.13,1.96,3.05,0.0,100.0,117.07,True,True,strong_uptrend,strong_close,trend_continuation,extreme,61,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 91.6로 추격 매수는 부담스럽습니다. 20일선 이격 117.1%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,066570,LG전자,KOSPI,217000,13.38,4316463,9366.7,180820.0,145565.0,127093.33,111165.0,86.42,1.98,2.75,5.54,31.9,68.1,49.07,True,True,strong_uptrend,normal,trend_continuation,extreme,52,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 86.4로 추격 매수는 부담스럽습니다. 20일선 이격 49.1%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,064400,LG씨엔에스,KOSPI,86100,17.14,9609127,8273.5,74820.0,68740.0,65998.33,65152.5,83.27,11.78,14.64,2.18,16.5,83.5,25.25,True,True,strong_uptrend,strong_close,volume_breakout,high,91,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 11.8배입니다. RSI 83.3로 추격 매수는 부담스럽습니다. 20일선 이격 25.2%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260514,418420,라온텍,KOSDAQ,11410,29.95,6675607,761.7,9104.0,7744.5,6596.5,5677.5,70.81,4.7,6.79,1.25,0.0,100.0,47.33,True,True,strong_uptrend,strong_close,trend_continuation,high,89,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 47.3%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
