date,ticker,name,market,close,change_pct,volume,value_eok,ma5,ma20,ma60,ma120,rsi14,volume_ratio_20d,value_ratio_20d,gap_pct,upper_shadow_pct,close_position_pct,distance_ma20_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,entry_risk,chart_score,comment
20260512,048770,TPC로보틱스,KOSDAQ,5550,29.98,9389740,521.1,4508.0,3800.75,3420.83,3183.53,77.88,14.38,19.25,0.7,0.0,100.0,46.02,True,True,strong_uptrend,strong_close,volume_breakout,extreme,85,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 14.4배입니다. 20일선 이격 46.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,012200,계양전기,KOSPI,10990,29.91,17583845,1932.5,8256.0,7132.0,7102.83,6285.08,81.16,7.08,9.99,2.96,0.0,100.0,54.09,True,True,strong_uptrend,strong_close,volume_breakout,extreme,79,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 7.1배입니다. RSI 81.2로 추격 매수는 부담스럽습니다. 20일선 이격 54.1%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,000500,가온전선,KOSPI,564000,10.27,450063,2538.4,450400.0,247915.0,150586.67,116453.33,97.58,3.01,7.34,10.48,23.8,76.2,127.5,True,True,strong_uptrend,strong_close,trend_continuation,extreme,75,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 97.6로 추격 매수는 부담스럽습니다. 20일선 이격 127.5%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,012860,모베이스전자,KOSDAQ,6030,29.96,30357304,1830.5,4578.0,4003.25,3918.92,3167.97,86.25,6.12,8.87,5.93,0.0,100.0,50.63,True,True,strong_uptrend,strong_close,volume_breakout,extreme,73,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 6.1배입니다. RSI 86.2로 추격 매수는 부담스럽습니다. 20일선 이격 50.6%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,051780,큐로홀딩스,KOSDAQ,6140,29.95,713347,43.8,4354.0,3814.75,3914.67,4654.79,,126.19,176.32,22.12,0.0,100.0,60.95,True,True,recovering,strong_close,volume_breakout,extreme,72,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 126.2배입니다. 20일선 이격 61.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,010690,화신,KOSPI,15270,10.4,4062711,620.4,13254.0,12334.0,12070.17,10332.42,78.15,8.38,10.17,11.65,46.6,53.4,23.8,True,True,strong_uptrend,long_upper_shadow,trend_continuation,extreme,68,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 8.4배입니다. 20일선 이격 23.8%라 눌림 확인이 유리합니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,012205,계양전기우,KOSPI,17570,29.96,241515,42.4,11518.0,9171.5,7551.0,7013.92,81.79,0.42,0.76,22.04,0.0,100.0,91.57,True,True,strong_uptrend,strong_close,trend_continuation,extreme,67,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 81.8로 추격 매수는 부담스럽습니다. 20일선 이격 91.6%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,032580,피델릭스,KOSDAQ,2470,29.93,2073075,51.2,1750.2,1347.55,1169.62,1138.15,98.58,3.93,6.89,29.93,0.0,0.0,83.3,True,True,strong_uptrend,gap_up,trend_continuation,extreme,61,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. RSI 98.6로 추격 매수는 부담스럽습니다. 20일선 이격 83.3%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,007460,에이프로젠,KOSPI,5200,30.0,6372793,331.4,2863.2,935.55,554.55,632.14,91.12,7.81,46.75,0.0,0.0,100.0,455.82,False,False,uptrend,strong_close,momentum_watch,extreme,52,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 거래량은 20일 평균 대비 7.8배입니다. RSI 91.1로 추격 매수는 부담스럽습니다. 20일선 이격 455.8%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,003060,에이프로젠바이오로직스,KOSPI,3770,30.0,1043990,39.4,2130.4,720.85,449.5,498.77,87.6,2.73,17.77,0.0,0.0,100.0,422.99,False,False,uptrend,strong_close,momentum_watch,extreme,52,모멘텀은 있으나 추가 확인이 필요한 자리입니다. RSI 87.6로 추격 매수는 부담스럽습니다. 20일선 이격 423.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,065440,이루온,KOSDAQ,4845,20.13,19457897,942.7,4097.0,3862.75,2688.58,2107.45,72.62,3.68,4.53,6.33,13.0,87.0,25.43,True,False,strong_uptrend,strong_close,trend_continuation,high,86,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 20일선 이격 25.4%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,014910,성문전자,KOSPI,2535,30.0,7530856,190.9,1974.0,1840.65,1756.77,1691.03,74.79,8.14,10.82,2.31,0.0,100.0,37.72,True,True,strong_uptrend,strong_close,volume_breakout,high,85,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 8.1배입니다. 20일선 이격 37.7%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,014915,성문전자우,KOSPI,5850,30.0,125351,7.3,4742.0,4534.25,4440.33,4610.83,75.65,40.52,52.54,-0.11,0.0,100.0,29.02,True,True,uptrend,strong_close,volume_breakout,high,85,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 40.5배입니다. 20일선 이격 29.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,483650,달바글로벌,KOSPI,247000,13.5,1127069,2783.9,222000.0,215000.0,176910.0,160990.0,70.03,5.51,6.48,1.6,46.2,53.8,14.88,True,True,strong_uptrend,long_upper_shadow,trend_continuation,high,84,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 5.5배입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,013000,세우글로벌,KOSPI,1565,7.75,1398037,21.9,1415.2,1287.05,1206.62,1189.82,76.09,3.13,3.55,0.0,25.6,74.4,21.6,True,True,strong_uptrend,normal,trend_continuation,high,81,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 21.6%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,356680,엑스게이트,KOSDAQ,17270,15.49,7899881,1364.3,16710.0,14380.5,9547.83,8657.92,52.68,1.54,1.74,15.03,10.9,79.6,20.09,False,False,strong_uptrend,strong_close,momentum_watch,high,78,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 20일선 이격 20.1%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,066570,LG전자,KOSPI,184900,18.0,10296997,19039.1,159860.0,136910.0,124151.67,109284.17,82.9,6.87,9.05,3.0,29.0,71.0,35.05,True,True,strong_uptrend,normal,volume_breakout,high,77,거래량을 동반한 돌파형입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 6.9배입니다. RSI 82.9로 추격 매수는 부담스럽습니다. 20일선 이격 35.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260512,144960,뉴파워프라즈마,KOSDAQ,8580,14.4,5482675,470.4,7746.0,6784.5,6022.33,5746.88,78.46,11.13,13.95,0.0,33.7,66.3,26.46,True,True,strong_uptrend,normal,trend_continuation,high,76,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 거래량은 20일 평균 대비 11.1배입니다. 20일선 이격 26.5%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
