date,ticker,name,market,close,change_pct,volume,value_eok,ma5,ma20,ma60,ma120,rsi14,volume_ratio_20d,value_ratio_20d,gap_pct,upper_shadow_pct,close_position_pct,distance_ma20_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,entry_risk,chart_score,comment
20260604,036930,주성엔지니어링,KOSDAQ,250500,27.22,6828007,17104.2,208180.0,182440.0,113990.0,76252.5,66.72,2.43,3.25,0.1,7.0,93.0,37.31,True,True,strong_uptrend,strong_close,trend_continuation,high,85,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 37.3%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,189330,씨이랩,KOSDAQ,10700,10.2,2271696,243.1,10426.0,8593.5,6323.08,5415.62,57.24,2.35,2.74,-0.1,56.2,43.8,24.51,True,True,strong_uptrend,long_upper_shadow,trend_continuation,high,74,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 60일 신고가를 건드려 수급 집중 신호가 있습니다. 20일선 이격 24.5%라 눌림 확인이 유리합니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,071950,코아스,KOSPI,2560,22.2,390745,10.0,2219.8,1778.25,1772.77,2741.59,70.71,1.67,2.45,2.86,6.9,93.1,43.96,True,False,uptrend,strong_close,trend_continuation,high,74,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 20일선 이격 44.0%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,031330,에스에이엠티,KOSDAQ,18860,15.92,3795803,715.9,16360.0,13698.0,8473.92,6408.17,68.84,1.33,1.79,4.43,21.8,78.2,37.68,False,False,strong_uptrend,strong_close,momentum_watch,high,72,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 20일선 이격 37.7%라 눌림 확인이 유리합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,131290,티에스이,KOSDAQ,221500,8.31,180600,400.0,205800.0,201655.0,153761.67,112991.67,58.51,1.32,1.45,2.2,60.6,39.4,9.84,False,False,strong_uptrend,long_upper_shadow,momentum_watch,high,61,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,052900,KX하이텍,KOSDAQ,1770,9.26,8908782,157.7,1721.2,1668.3,1339.88,1198.84,52.83,1.08,1.12,-0.19,48.0,52.0,6.1,False,False,strong_uptrend,long_upper_shadow,momentum_watch,high,61,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,033160,엠케이전자,KOSDAQ,27450,9.15,906576,248.9,25220.0,28370.0,22736.0,15962.83,51.18,0.75,0.72,0.6,31.3,68.7,-3.24,False,False,below_ma20,normal,momentum_watch,high,39,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,111770,영원무역,KOSPI,81600,3.95,107521,87.7,79640.0,82580.0,83286.67,85565.0,55.32,1.15,1.13,0.38,44.4,55.6,-1.19,False,False,below_ma20,normal,momentum_watch,high,39,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,217590,티엠씨,KOSPI,19850,4.75,262128,52.0,21510.0,26417.5,24650.0,,34.41,0.44,0.3,8.18,27.5,36.8,-24.86,False,False,below_ma20,gap_up,momentum_watch,high,38,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,322000,HD현대에너지솔루션,KOSPI,177500,8.83,451774,801.9,173920.0,194560.0,168158.33,116905.83,41.61,0.74,0.64,-0.06,31.5,68.5,-8.77,False,False,below_ma20,normal,momentum_watch,high,31,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,084670,동양고속,KOSPI,41450,6.56,1279193,530.2,37960.0,42672.5,41500.0,51099.17,48.53,1.75,1.4,6.43,95.3,4.7,-2.86,False,False,below_ma20,long_upper_shadow,momentum_watch,high,31,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,330860,네패스아크,KOSDAQ,40250,11.65,304436,122.5,40110.0,42677.5,32624.67,25317.17,38.93,0.52,0.47,0.0,38.4,61.6,-5.69,False,False,below_ma20,normal,momentum_watch,high,31,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,483650,달바글로벌,KOSPI,198100,5.71,261115,517.3,197400.0,217875.0,189655.0,171705.0,27.57,1.06,0.93,5.71,57.5,42.5,-9.08,False,False,below_ma20,long_upper_shadow,momentum_watch,high,23,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 다음 봉의 저가 이탈 여부를 먼저 보는 편이 안전합니다.
20260604,003690,코리안리,KOSPI,13510,3.13,803922,108.6,13188.0,13103.5,12770.83,12388.17,65.37,1.18,1.19,0.76,12.0,88.0,3.1,False,False,strong_uptrend,normal,momentum_watch,low,84,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 추세는 양호해 거래량이 유지되는지 확인합니다.
20260604,011000,진원생명과학,KOSPI,1220,13.7,6421205,78.3,1149.2,1151.3,1018.25,1398.17,54.44,0.48,0.46,-0.28,21.5,78.5,5.97,False,False,uptrend,strong_close,momentum_watch,low,78,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 추세는 양호해 거래량이 유지되는지 확인합니다.
20260604,183300,코미코,KOSDAQ,98800,8.69,344765,340.6,93800.0,85066.55,71058.82,60944.07,52.36,0.96,1.11,0.99,39.7,60.3,16.14,False,False,strong_uptrend,normal,momentum_watch,medium,69,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 추세는 양호해 거래량이 유지되는지 확인합니다.
20260604,004870,티웨이홀딩스,KOSPI,317,29.92,4726430,15.0,276.4,291.15,312.73,388.08,56.54,0.58,0.45,-1.64,0.0,100.0,8.88,False,False,recovering,strong_close,momentum_watch,medium,65,모멘텀은 있으나 추가 확인이 필요한 자리입니다.
20260604,025560,미래산업,KOSPI,32150,12.81,270014,86.8,33870.0,26651.5,18189.5,15823.0,64.04,0.57,0.66,0.35,43.3,56.7,20.63,False,False,uptrend,normal,momentum_watch,medium,57,모멘텀은 있으나 추가 확인이 필요한 자리입니다. 20일선 이격 20.6%라 눌림 확인이 유리합니다. 윗꼬리가 길어 장중 매물 출회를 확인해야 합니다. 추세는 양호해 거래량이 유지되는지 확인합니다.
