date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260615,KOSPI,004310,현대약품,7440,29.84,958382,new,정책(건강보험 적용),정부(공식 발표·논의)에 따른 '탈모 치료제 건강보험(급여) 적용 추진' 소식,policy,2026.06.15,0,high,D-day 급등은 같은 시각대에 쏟아진 복수의 종목 태그 기사들이 '탈모 건보 적용 추진' 소식을 직접 보도한 시점과 일치한다. 현대약품은 탈모 관련 의약품 보유·관계사 포지션으로 분류되는 만큼 건보 급여화 논의가 즉각적 수요 확대 기대를 불러 주가를 끌어올린 것으로 판단된다.,"JW신약, TS트릴리온, 위더스","건강보험 적용, 탈모치료제 급여화, 급여 확대 추진, 건보 적용 논의 발표, 탈모 치료제 수요 증가",25
20260615,KOSPI,011230,삼화전자,2875,29.8,2842859,unclear,수급/시장 랠리(코스피 광범위 동반 상승),6월14일 코스피 5%대 급등·외국인·기관 동반 순매수에 따른 중소형 동반 급등(시장 랠리·섹터 로테이션),technical,2026.06.14,0,low,"제공된 뉴스에 삼화전자 관련 자체 공시·실적·수주 소식은 없어, 동일일(6/14) 코스피가 급등하고 외국인·기관 순매수 소식이 반복 보도된 점으로 미뤄 시장·수급 영향으로 동반 급등한 것으로 판단됩니다. 중소형·거래량 급증 종목들이 함께 상한가를 기록한 기사들도 있어 개별 펀더멘털보다 광역 랠리·수급 요인이 주된 트리거로 보입니다.","현대약품, 코스모로보틱스","코스피 대형장 랠리, 외국인·기관 순매수, 중소형 거래량 급증, 동반 급등 섹터 로테이션",11
20260615,KOSPI,004870,티웨이홀딩스,362,29.75,14637461,new,항공/여객 수요·유가(수급) 테마,미국-이란 종전 합의(혹은 종전 기대)로 호르무즈 항로 정상화·국제유가 급락 기대가 형성되며 항공주 일제 급등,policy,2026.06.15,0,high,"D-day 당일(2026.06.15) 다수의 종목 태그 기사들이 '미-이란 종전(혹은 종전 기대) 소식으로 국제유가 하락'을 핵심 이유로 항공주가 급등했다고 보도했으며, 티웨이홀딩스도 같은 업종 수혜로 급등했다. 유가·환율 민감 업종인 항공사는 국제유가 하락이 곧 영업비용 개선 및 수익성 호전 기대를 즉각적으로 반영한다.","제주항공, 대한항공, 아시아나","항공주, 국제유가 급락, 호르무즈 항로 정상화, 미-이란 종전 합의, 성수기 유류비 영향",20
20260615,KOSPI,018880,한온시스템,5680,20.85,79935504,new,실적/수급(자동차부품·품질인증),미국 캐리 공장의 포드 'Q1' 최고 품질 인증 취득,disclosure,2026.06.08,7,medium,"한온시스템이 6월 8일 미국 캐리 공장의 포드 Q1 최고 품질 인증 획득을 알린 공시성 뉴스가 기업의 공급 경쟁력(특히 북미 완성차향) 우려를 해소했고, 이후 6월14~15일 자동차 섹터 강세·2분기 호실적 전망 기사와 외국인 매수로 이어져 급등한 것으로 판단됨. 품질인증(납품 신뢰도) 뉴스가 기관·외국인 수급 재유입의 구체적 명분을 제공함.","현대모비스, 현대차, 기아","자동차 부품, 수출·글로벌 품질인증, 2분기 호실적, 포드 Q1 품질인증, 미국 캐리 공장, 외국인 순매수",27
20260615,KOSPI,089590,제주항공,5150,18.66,7195958,new,여행·항공 섹터 (지정학 리스크 해소),"미·이란 종전 합의(2026.06.15)로 전쟁 리스크 완화·유가 급락 기대, 항공주 일제 반등",policy,2026.06.15,0,high,"D-day에 발표된 미·이란 종전 합의 보도로 지정학적 리스크가 급격히 완화되면서 유가 하락 기대가 즉각 부각되었고, 이에 따라 항공사 비용 개선(유류비 감소)과 여행 수요 회복 기대가 결합해 제주항공 등 LCC 주가가 급등한 것으로 판단됩니다. 관련 기사들이 같은 날 항공·정유 업종의 동반 강세를 지목하고 있어 단기 급등의 직접적 트리거로 보기 적절합니다.","대한항공, 티웨이항공, 진에어","지정학 리스크 해소, 유가 급락(2~3주 전망), 여름 성수기 국제선 수요 회복, LCC 수송객 회복, 종전 합의, 유류비 비용 개선",25
20260615,KOSPI,093370,후성,22400,17.83,17639508,continuation,수급(외국인·기관 매수),외국인 매수 전환(25거래일 만의 대규모 매수) 및 중동 리스크 완화에 따른 코스피 급등에 동조한 테마성 수급 유입,technical,,0,medium,"이전 분석 재사용 (최초 20260514, 4일째 등장)",,"외국인 순매수, 중동 리스크 완화, 수급개선, 단기 고거래량 지속, 기관 추가매수",14
20260615,KOSPI,007690,국도화학,37300,16.74,69445,new,실적/수급,증권사(신한) 리포트: '실적 모멘텀 및 포트폴리오 다변화' 전망(투자 의견·밸류에이션 재조정 가능),earnings,2026.06.14,1,medium,최근 증권사 리포트가 실적 개선 기대와 제품 포트폴리오 다변화를 근거로 투자심리를 자극한 것으로 보입니다. 리포트 발표 이후 기관·외국인 수급이 유입되며 단기 급등을 유발한 가능성이 커 보입니다.,"한화솔루션, 포스코퓨처엠","어닝 모멘텀, 포트폴리오 다변화, 염소·가성소다 마진, 고부가제품 비중 확대, PVC·폴리머 수요 회복",9
20260615,KOSPI,011070,LG이노텍,1209000,16.7,542578,new,실적,KB증권 2분기 '깜짝 실적' 전망(영업익 전망치 대폭 상향) 및 목표주가 200만원 유지 → 애플 iPhone 교체수요·AI 기능 탑재 모듈 수혜로 실적 모멘텀 부각,earnings,2026.06.15,0,high,"당일(6/15) 증권사 리포트(2분기 실적 상향·목표가 유지)와 함께 '아이폰 교체수요/AI 탑재' 수혜 보도가 나와, 애플향 부품 수요 개선 기대가 단기 매수세로 연결됐다. 같은 날 미·이란 종전 소식에 따른 전반적 증시 급등이 추가적인 상승 동력으로 작용했다.","삼성전기, 파트론","어닝 서프라이즈, 애플 아이폰 교체수요, AI 탑재 카메라 모듈, 2분기 영업익 상향, 목표가 200만원 유지",20
20260615,KOSPI,009150,삼성전기,1999000,16.63,1490146,continuation,반도체·부품(수급/테마성),증권사들의 연이은 목표가 상향(6월9일 보도) 및 레버리지 ETF 상장 기대에 따른 집중 매수(수급 쏠림),technical,,0,medium,"이전 분석 재사용 (최초 20260520, 5일째 등장)","삼전닉스, 삼성전자","목표가 상향, 레버리지 ETF 상장, 외국인 선물 매수, MLCC·카메라모듈 수요",25
20260615,KOSPI,010120,LS ELECTRIC,257500,15.73,1891610,new,전력·에너지(ESS) 수요 확대,일본 ESS 시장 진출 기대 및 전력망/데이터센터 분산 정책·전력관리(K-EMS) 고도화로 인한 ESS·전력솔루션 수요 증가 기대,policy,2026.06.15,0,medium,"종목 동반 태그 기사들이 6월15일에 집중되어 있으며, 미·이란 종전 합의에 따른 전반적 증시 급등(대형주 랠리) 속에서 '일본 ESS 시장' 수혜 기대 기사와 전력망 분산·K-EMS 고도화 관련 보도가 LS일렉에 직접적인 업황 개선(수주·제품수요) 기대를 불러일으켰다. 따라서 전일 대형 매수세(외국인·기관)와 섹터·정책성 보도가 결합해 가격이 급등한 것으로 보인다.","효성중공업, 한전KPS","ESS 해외시장 확대, 일본 ESS 수주, 데이터센터 전력분산, 전력거래소 제2세대 K-EMS, 재생에너지 변동성 관제",26
