date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260617,KOSPI,004710,한솔테크닉스,15340,30.0,5801136,new,반도체,"윌테크놀러지(반도체 검사 부품사) 인수 완료(1,772억원) — 반도체 검사 부품·장비 사업 진출·밸류체인 강화",disclosure,2026.06.17,0,high,"당일 다수의 공시·보도가 '윌테크놀러지 인수 완료(1,772억원)'를 명확히 전했으며, 이는 한솔테크닉스의 기존 자산 매각(오창공장 매각)을 통한 사업재편 흐름과 맞물려 반도체 소부장(검사 부품·장비) 진출의 구체적 실행 신호로 해석되어 투자심리를 자극했다. 인수 완료는 구조적 포트폴리오 전환의 가시화로 받아들여져 거래량 폭증과 함께 급등을 촉발한 것으로 판단된다.","유니테스트, 테스, 원익IPS","반도체 밸류체인 강화, M&A(인수완료), 반도체 검사 부품, 검사 장비·모듈, 오창공장 매각, 소부장 사업재편",26,0,,stock_news:18; search:한솔테크닉스:8,2026-06-17 18:10,-1
20260617,KOSPI,006345,대원전선우,15700,29.97,2859197,continuation,수급·관리종목 이슈 (거래소 투자경고/공매도 등),거래소 투자경고종목 지정해제→재지정 예고 보도(투자경고 관련 수급 불확실성 해소 기대),disclosure,,0,medium,"이전 분석 재사용 (최초 20260521, 3일째 등장)","LS전선, 대한전선","투자경고 재지정 예고, 거래소 투자경고해제, 공매도 금지·해제, 관리종목·상장유지 여부",11,0,,stock_news:1; search:대원전선우:10,2026-06-17 16:09,-1
20260617,KOSPI,000500,가온전선,341000,29.9,404112,new,수급,무상증자 결정(보통주 1주당 0.8주 신주배정) — 주주가치 제고 및 'AI 전력인프라' 성장성과 성과 공유 명시,disclosure,2026.06.17,0,high,당일 다수의 종목태그 기사에서 보통주 1주당 0.8주 무상증자 결정이 발표되며 주주환원·수급 개선 기대가 확산되어 급등한 것으로 보입니다. 같은 날 업종 내 LS전선의 대형 수주 소식이 산업 모멘텀을 더해 투자심리를 자극한 것으로 판단됩니다.,"LS전선, 대한전선","무상증자, AI 전력인프라, 수급 활성화, 보통주 1주당 0.8주, 신주 배정 비율",26,0,,stock_news:18; search:가온전선:8,2026-06-17 18:08,-1
20260617,KOSPI,298000,효성화학,67400,29.87,361422,unclear,수급/테마성 급등(기업지배구조·재무 리스크 해소 기대),공시 없는 수급성 급등(모회사 자금지원·상장폐지 우려 해소 기대)에 따른 투기성 랠리,rumor,2026.06.16,0,low,당일 다수 언론이 '공시 없이 29.87% 급등'이라고 보도했으며 동일 보도에서 모회사 자금지원(수혈)과 상장폐지 우려 해소 관련 문구가 반복되어 시장의 기대·추측성 매수로 보임. 회사 측의 공식 공시나 계약·실적 개선 근거는 보이지 않아 실체 확인 전까지는 수급·테마성 급등이 원인으로 판단된다.,"가온전선, JW신약","모회사 자금지원, 무상증자 기대, 수급·테마성 급등, 상장폐지 우려 해소, 부채비율 300%·신용등급",10,0,theme_only_supply,search:효성화학:10,2026-06-16 23:19,0
20260617,KOSPI,058430,포스코스틸리온,6580,17.29,16576829,new,철강,미·이란 종전 합의에 따른 중동 재건 기대 및 'K-스틸법' 시행 소식으로 호르무즈 우회 송유관 등 인프라용 강관 수주 기대 증대,policy,2026.06.17,0,high,당일 다수 종목태그 기사들이 '종전 합의(미·이란) 및 중동 재건 기대'와 'K-스틸법 시행'을 직접 원인으로 철강주 급등을 설명하고 있음. 추가로 호르무즈 우회 송유관 건설 추진 보도가 강관 수요 기대를 촉발해 포스코스틸리온 등 철강업종 매수로 이어진 것으로 판단됨.,"하이스틸, 동일스틸럭스, 현대제철","철강, 중동 재건, K-스틸법 시행, 호르무즈 우회 송유관, 강관 수주 확대, 제품가 인상",17,0,,stock_news:9; search:포스코스틸리온:8,2026-06-17 15:39,-1
20260617,KOSPI,011090,에넥스,1700,14.02,112864,new,수급·지배구조 개선,"전략적 투자(바이오업체 지분 6.67% 취득) 및 주식소각·감자(총 141,274주) 발표로 유통주식수 축소·사업전환 시그널",disclosure,2026.06.12,5,high,"최근 공개된 복수의 공시·보도(6/9 지분취득 결정, 6/12 주식소각·감자 공시)가 유통주식수 축소와 사업구조 전환(생활솔루션 플랫폼 전환) 기대를 동시에 자극하면서 매수세가 유입된 것으로 판단됨. 6/16~6/17의 액면병합·동전주 퇴출 관련 시장 논의가 동반 매수 심리를 확대했을 가능성도 큼.","한샘, 퍼시스","지배구조 개선, 동전주 액면병합 압박, 주식소각·감자 141,274주, 생활솔루션 플랫폼 전환, 전략적 바이오 투자",17,0,,stock_news:11; search:에넥스:6,2026-06-17 15:02,-1
20260617,KOSPI,027740,마니커,1399,11.3,1436873,new,수급/이벤트(시즌성 수요),월드컵 특수에 따른 치킨류 수요 기대감(치킨株 강세) — 온라인 유통사 여름 장바구니 프로모션과 동시화,rumor,2026.06.12,4,medium,"6월 11~13일 다수의 종목 태그 기사에서 '월드컵 특수'로 치킨 관련 종목들이 강세를 보였고, 2026.06.12 기사(마니커 '상한가' 보도)가 직접적으로 마니커의 급등을 지목하고 있습니다. 6월15일 G마켓 등 온라인몰의 여름 장바구니·프로모션 보도도 가공식품·치킨 수요 기대를 추가로 자극해 매수심리를 강화한 것으로 판단됩니다.","교촌에프앤비, 제너시스BBQ","월드컵 특수, 여름 장바구니 프로모션, 치킨 수요 증가, G마켓 여름 할인, 치킨 배달·포장 수요",26,0,,stock_news:18; search:마니커:8,2026-06-16 20:00,0
20260617,KOSPI,139990,아주스틸,2435,11.19,3085419,new,정책/지정학(중동 재건 수요),미-이란 종전 합의에 따른 '454조원 규모 이란 재건 프로젝트' 기대로 중동 인프라·건설용 철강 수요 급증 전망(또는 K-스틸법 시행 관련 정책 모멘텀),policy,2026.06.17,0,high,D-day에 나온 다수의 종목 태그 기사들이 '미-이란 종전 합의'로 이란 재건(약 454조원) 기대가 커지며 철강주가 동반 급등했다고 직접 보도하고 있어 섹터·정책(중동 재건) 연관 수요 기대가 주가를 끌어올린 것으로 판단된다. 아주스틸의 상승은 개별 호재보다는 이란 재건 기대 및 K-스틸법 등 정책적 모멘텀에 따른 섹터 랠리로 해석된다.,"포스코스틸리온, 하이스틸, 동일스틸럭스","이란 종전 합의, 중동 재건 수요, K-스틸법, 454조 이란 재건 프로젝트, 건설·인프라용 철강 수요",18,0,,stock_news:10; search:아주스틸:8,2026-06-17 15:39,-1
20260617,KOSPI,006340,대원전선,12330,10.58,45239156,unclear,수급/테마,동종업체 무상증자 결정으로 인한 전선업종 동반강세(섹터 랠리) — 동일업종(케이블) 수급 쏠림,unknown,2026.06.16,1,low,최근 보고된 무상증자 소식(동종업체 기준)이 전선 업종 전반의 거래·수급을 끌어올리며 동반 급등을 유발한 것으로 보입니다. 대원전선 자체의 공시·실적·수주성 뉴스는 확인되지 않아 개별 호재보다는 섹터성 수급·테마 흐름이 주된 원인으로 판단됩니다.,"가온전선, 한국전선, LS전선아시아","무상증자, 섹터 동반강세, 동종업체 무상증자 결정, 전선 섹터 거래대금 급증",15,0,theme_only_supply,stock_news:5; search:대원전선:10,2026-06-17 15:08,-1
20260617,KOSPI,082740,한화엔진,65500,10.46,2446907,new,방산,캐나다 잠수함 협력 기대감에 따른 함정용 엔진·잠수함 공급망 수혜 기대,rumor,2026.06.17,0,medium,"D-day 당일(2026.06.17) 보도에서 '캐나다 잠수함 협력 기대감'으로 조선·잠수함 공급망 관련주들이 강세를 보였고, 기사가 종목 태그로 한화엔진을 직접 언급해 동반 상승이 촉발된 것으로 보인다. 또한 전일·근접 기사들(조선 대형 프로젝트·수주 기대, 대동금속 등 공급사 수주 확대)이 섹터 모멘텀을 제공해 매수 심리를 증폭시켰다.","한화에어로스페이스, 대동금속, 한국조선해양","잠수함 공급망, 방산/잠수함 수주, 함정용 엔진 공급, 대형 프로젝트 수주, 조선업 발주·선가",27,0,,stock_news:17; search:한화엔진:10,2026-06-17 14:18,-1
