date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260609,KOSPI,000430,대원강업,6000,29.87,4410542,new,"수급/시장 반등(섹터 리레이팅, 반도체 랠리)",미 증시 훈풍·AI 반도체 강세로 인한 반도체·장비주 전반 재평가(국내 대형주·장비·테스트주 동반 급등),technical,2026.06.08,1,medium,"대원강업에 대해 최근 14일 내 회사 공시·실적·계약 등 직접 호재가 없고, 주요 기사들은 6월8일(지수·섹터 급반등)을 원인으로 지목하고 있음. 따라서 당일의 급등은 개별 재료보다는 반도체 섹터 전반의 재평가·시장 급반등에 따른 수급(동반급등)으로 해석되는 것이 합리적임.","한미반도체, 피에스케이, 테스","반도체 재평가, 미 증시 훈풍, AI 반도체 수요, 장비·테스트주 강세",10
20260609,KOSPI,093370,후성,13520,20.18,10141721,unclear,2차전지/시장수급(섹터 탄력),동화일렉트로라이트의 '하이망간 배터리용 전해액' 국책과제 주관 보도로 인한 배터리 소재 테마 강세와 코스피 전반적 급반등,technical,2026.06.09,0,low,"당일(6/9) 동화일렉트로라이트의 하이망간 전해액 국책과제 주관 보도가 다수 기사화되며 배터리 소재 섹터에 수급이 쏠렸고, 같은 날 코스피의 강한 반등이 뒷받침되며 후성에도 매수세가 유입된 것으로 보인다. 해당 뉴스는 후성 자체 공시가 아니고 동화 관련 기사지만 섹터 연쇄 반응과 시장 반등이 합쳐져 급등을 촉발한 것으로 판단된다.","동화일렉트로라이트, 솔루스첨단소재, 엘앤에프","2차전지 소재, 배터리 전해액, 하이망간 전해액 국책과제, 전해액 상용화 난제 해소, KOSPI 반등",15
20260609,KOSPI,003160,디아이,28050,19.36,437981,continuation,반도체 장비/부품,6월 초 반도체 장비주에 대한 언론·브랜드평판 집중 보도로 HBM 등 메모리 수요 관련 수혜 기대가 확산되며 장비주 동반 매수 발생,rumor,,0,medium,"이전 분석 재사용 (최초 20260604, 2일째 등장)","한미반도체, 이오테크닉스, 피에스케이","반도체 장비주, HBM 수요 확대, 장비주 브랜드평판, 장비 수주·납품 공시",10
20260609,KOSPI,025560,미래산업,37300,19.17,222310,continuation,반도체(장비/검사),중국 종합반도체사에 154억원 규모 반도체 검사장비 공급 계약 체결,contract,,0,high,"이전 분석 재사용 (최초 20260513, 6일째 등장)","원익IPS, 테크윙, 테스","반도체 장비, 중국 수출/공급, 반도체 검사장비, 154억 공급계약",19
20260609,KOSPI,009155,삼성전기우,643000,18.85,105600,new,수급/매크로(반도체 대형주 동반 반등),코스피 급락 후 하루 만에 8%대 급반등 — 기관 매수·환율 급락에 따른 반도체 대형주 랠리,technical,2026.06.09,0,medium,당일 보도들은 개별회사 공시나 실적이 아닌 코스피 자체의 급반등(하루 만의 8% 반등)과 반도체 대형주 중심의 상승을 원인으로 제시하고 있음. 삼성전기우의 급등은 회사 고유 호재보다 지수·반도체 섹터 중심의 수급(기관 매수) 및 환율 안정에 따른 동반 상승으로 판단됨.,"삼성전자, SK하이닉스, DB하이텍","반도체 대형주, 기관 순매수, 환율 급락, 수급 반등, 코스피 8000선 회복",16
20260609,KOSPI,017900,광전자,9190,18.43,8961042,new,반도체 (광·광통신용 화합물/광검출기),코스피 급반등에 따른 광통신·광검출기 섹터 랠리 (6월8일 장중·장마감 뉴스로 촉발),technical,2026.06.08,1,medium,"직접적인 회사 공시나 계약 소식은 보이지 않으나 6월8일 전반적인 코스피 급반등 뉴스와 함께 '광통신株 급등' 보도가 나왔고, 회사 관련 기사(5/27 2차원 광검출기 성능 개선·6/4 화합물반도체 세미나)와 결합되어 섹터 차원의 수급·테마 매수로 주가가 급등한 것으로 판단됩니다. 즉, 개별 호재보다는 섹터 모멘텀(시장 반등 + 광통신/광검출기 관련 기술 이슈)이 D-day 상승을 촉발했습니다.","대한광통신, 성호전자","광통신, 화합물 반도체, 증시 급반등, 2차원 광검출기 성능 개선, 국방 전자 세미나",13
20260609,KOSPI,009150,삼성전기,1970000,18.39,1650596,new,반도체·부품(수급/테마성),증권사들의 연이은 목표가 상향(6월9일 보도) 및 레버리지 ETF 상장 기대에 따른 집중 매수(수급 쏠림),technical,2026.06.09,0,medium,6월9일 다수 기사에서 '목표가 줄상향'을 근거로 삼성전기 급등을 보도했고 같은 날 거래량이 대폭 증가해 외국인·기관의 선물·현물 매수 및 레버리지 ETF 상장 기대가 단기적 매수심리를 증폭시킨 것으로 판단됩니다. 별도 기업 공시·실적 개선 신호 없이도 애널리스트 목표치 상향·수급(ETF·선물) 중심의 '테마·수급 랠리'가 주된 원인입니다.,"삼전닉스, 삼성전자","목표가 상향, 레버리지 ETF 상장, 외국인 선물 매수, MLCC·카메라모듈 수요",20
20260609,KOSPI,000660,SK하이닉스,2215000,15.91,5791934,new,반도체,단일종목 레버리지 ETF에 따른 개인·레버리지 자금 쏠림(삼전닉스 광풍) 및 젠슨 황 방한으로 촉발된 AI·메모리 수요 기대감,technical,2026.06.09,0,medium,"D-day 전후 보도들은 특정 대형 반도체주에 베팅하는 단일종목 레버리지 ETF로 대규모 개인자금이 유입된 점을 일제히 지적하고 있으며(삼전닉스 관련 기사 다수), 젠슨 황 방한 등으로 AI·메모리 생태계 협력 기대가 고조된 것도 동반하여 SK하이닉스에 매수심리를 촉발한 것으로 보입니다. 별도 공시·실적 호재는 확인되지 않아 급등은 주로 수급(레버리지·개인 매수) 및 섹터 재평가에 따른 것으로 판단됩니다.","삼성전자, TIGER 단일종목 레버리지 (관련 ETF·레버리지 중심 움직임)","단일종목 레버리지, AI 생태계 방한(젠슨 황), 반도체 벨트 신고가, 레버리지 자금 유입, 한·일 AI 협력 LLM, 메모리 수급 기대감",24
20260609,KOSPI,000370,한화손해보험,6450,15.38,1871910,new,실적/영업모멘텀,보장성보험 판매 증가 신호(영업 호조 기사) 및 성과급 재편(직원 RSU·자사주 도입) 관련 보도,earnings,2026.06.09,0,medium,6월 9일 다수의 종목태그 기사들이 보장성보험 약진을 직접 지목하고 같은 날 성과급 재편(현금→RSU·자사주) 관련 보도까지 나오며 투자심리가 개선된 것으로 보인다. 이전의 S&P 신용등급 A+ 상향(5월29일 보도)이 재무 건전성 인식을 다져둔 상태에서 당일 긍정적 영업 모멘텀이 겹쳐 급등을 유발했을 가능성이 크다.,"한화생명, 메리츠화재, 삼성화재","보장성보험 성장, 성과급 RSU·자사주, S&P A+ 상향, 보험 영업채널 개선, 우주보험 활성화, 보험사 신상품 판매",24
20260609,KOSPI,085620,미래에셋생명,24150,15.0,7385865,continuation,수급·밸류업(기업가치 재평가),"계열사 지분 평가·밸류업 기대감(계열사 지분 1,327억원 보유 공시 및 언론 보도에 따른 가치 재평가 기대)",rumor,,0,medium,"이전 분석 재사용 (최초 20260603, 3일째 등장)","삼성생명, 한화생명","밸류업, 자산가치 재평가, 계열사 지분 1,327억원, 변액펀드 고수익, K-ICS 167.6%",28
20260609,KOSPI,494220,UNICORN SK하이닉스밸류체인액티브,54935,14.32,430925,new,수급/ETF(자금유입),단일종목 레버리지 ETF로의 자금 쏠림(‘삼전닉스’ 집중/하이닉스 관련 레버리지 상위권 부상),technical,2026.06.08,1,medium,"주요 보도들이 단일종목 레버리지(소위 ‘삼전닉스’)에 대한 투자심리 회복과 레버리지 ETF의 단기간 성장·상위권 진입을 지적하고 있어, 해당 ETF로의 수급 유입이 가격 급등의 직접적 원인으로 보인다. 별도 기업 공시나 실적 호재는 확인되지 않아 수급·테마성 매수에 의한 급등으로 판단된다.","삼성전자, SK하이닉스","단일종목 레버리지 ETF, ETF 자금유입, 레버리지 단기간 급성장, 200만닉스 회복 베팅, 단일종목 수급집중",7
20260609,KOSPI,007810,코리아써키트,120300,13.92,448757,continuation,반도체,AI 메모리·고다층 패키지 기판 수요 확대(고다층 PCB/패키징 후공정 수혜),technical,,0,medium,"이전 분석 재사용 (최초 20260520, 3일째 등장)","네오티스, 심텍","반도체 패키지 기판, AI 서버 메모리 수요, 고다층 PCB 양산, 패키징 후공정 수요 확대",12
