date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260714,KOSPI,011090,에넥스,1631,29.96,3320351,continuation,소비재(가구/리빙),유통 플랫폼 제휴(홈캉스 시즌 맞춘 플랫폼 공동 프로모션 및 상품 공급),contract,,0,medium,"이전 분석 재사용 (최초 20260617, 3일째 등장)","한샘, 리바트","리빙/가구, 유통 플랫폼 제휴, 여름 냉감 침구, 홈캉스 프로모션, 판매량 증가, 계절성 수요",15,0,,stock_news:5; search:에넥스:10,2026-07-14 16:27,-1
20260714,KOSPI,465770,STX그린로지스,3300,29.92,166082,continuation,수급,호르무즈 해협 재봉쇄·미·이란 지정학적 긴장으로 해운·물류주 일제 급등(운임·물류 불안 기대감),rumor,,0,high,"이전 분석 재사용 (최초 20260707, 3일째 등장)","현대글로비스, 대한해운","해운, 지정학적 리스크, 호르무즈 재봉쇄, 운임 상승, 중동 물류 차질, 해상보험 프리미엄",22,0,,stock_news:12; search:STX그린로지스:10,2026-07-14 16:40,-1
20260714,KOSPI,005360,모나미,2650,29.9,4568930,continuation,수급/테마성,정치 테마주 매수세에 따른 단기 급등(정치 테마 관련 매수),rumor,,0,medium,"이전 분석 재사용 (최초 20260709, 3일째 등장)",,"정치 테마주, K-뷰티 확장, 브랜드 헤리티지 강화, 153 볼펜 흑백 디자인, 색조 화장품 ODM",27,0,,stock_news:17; search:모나미:10,2026-07-14 17:27,-1
20260714,KOSPI,002070,비비안,8170,29.89,116686,new,수급,‘애국기업 상장폐지 막자’ 캠페인에 따른 개인·테마성 매수(애국매수) 확산으로 인한 급등,rumor,2026.07.14,0,medium,동일 기간 다수 매체가 '애국기업 상장폐지 막자'라는 수급성 테마를 지목하며 비비안을 포함한 소형주들이 상한가를 기록했다고 보도했음. 회사 공시·실적·수주 등 본질적 호재는 확인되지 않아 단기적 테마·수급성 급등으로 판단된다.,"모나미, 에넥스, 우성머티리얼즈","애국매수, 상장폐지 방지, 패션·섬유·뷰티 업종 수급, 관리종목 지정/해제, 소액주주 매수 캠페인, 상한가 연속",11,0,,stock_news:1; search:비비안:10,2026-07-14 16:27,-1
20260714,KOSPI,004310,현대약품,6070,29.84,2124265,new,정책,대통령의 '미프진' 언급으로 낙태약(미프진) 관련주에 대한 투기성 매수 발생,policy,2026.07.14,0,high,"동일일 다수 기사에서 ‘李 대통령 미프진 언급’이 직접적으로 현대약품의 상한가 원인으로 지목되고 있어, 대통령 발언이 즉각적인 매수 심리를 촉발한 것으로 판단된다. 탈모·신제품 출시 관련 보도는 있으나 이번 급등폭(+29.84%)과 시점 연관성으로 볼 때 정책적(정치적) 발언이 주된 트리거다.",대화제약,"낙태약(미프진), 의약품·보건 정책, 대통령 발언, 미프진 수입·허가 논의, 식약처 허가 일정",27,0,,stock_news:17; search:현대약품:10,2026-07-14 16:16,-1
20260714,KOSPI,003680,한성기업,11170,20.11,9326282,continuation,수급(개미·테마성 매수),SNS·언론을 통한 '애국 기업' 입소문 및 '돈쭐'·주식 매수운동(참전용사 후원 사실 부각)으로 단기간 대량 매수·상한가,rumor,,0,medium,"이전 분석 재사용 (최초 20260709, 4일째 등장)",,"개미운동, 밈주식·SNS 확산, 상장폐지 우려 완화, 돈쭐 캠페인, 크래미 브랜드 지지",21,0,,stock_news:11; search:한성기업:10,2026-07-14 17:27,-1
20260714,KOSPI,006340,대원전선,12750,17.84,33394570,continuation,전력/전선 (전력 인프라 수요),정부 메가프로젝트·호남권 반도체 투자 기대감에 따른 전력케이블 수요 확대 기대(전선업계 사상 최대 수주잔고 보도 및 전력기기株 동반 강세),policy,,0,medium,"이전 분석 재사용 (최초 20260518, 6일째 등장)","금호전기, 계양전기, 한국전선","전력 인프라, 정부 메가프로젝트, 호남 반도체 투자, 수주잔고 증가, 전력케이블 공급계약",11,0,,stock_news:1; search:대원전선:10,2026-07-14 12:54,-1
20260714,KOSPI,012160,영흥,2085,12.1,166595,continuation,수급/테마성(단기 수급),소수계좌 거래집중 지정(거래집중 지정 → 단기 변동성 확대 및 매매 집중),technical,,0,medium,"이전 분석 재사용 (최초 20260706, 3일째 등장)",,"소수계좌 거래집중, 단기 변동성 경고, 거래집중 지정, 수급(집중매매), 공시 모니터링",11,0,,stock_news:1; search:영흥:10,2026-07-13 23:00,0
20260714,KOSPI,011300,우성머티리얼스,2675,11.92,220971,continuation,원자재(희토류·전략금속),미국의 희토류 공급·수출 확대(한국·일본향 수요 기대)로 국내 희토류·전략소재주 수혜 기대,policy,,0,medium,"이전 분석 재사용 (최초 20260529, 3일째 등장)","삼화전자, 엔젯, 유니온머티리얼","희토류 공급(미국), 원자재 수출입(한국·일본), 항공우주 전략소재 전환, 자금조달 위기, 희귀금속 대체재",6,0,,search:우성머티리얼스:6,2026-07-13 23:00,0
20260714,KOSPI,006120,SK디스커버리,54200,11.87,97543,new,지주사/수급(주주환원),자회사 가치 재평가 및 주주환원(배당·자사주/자산매각) 기대 확산,rumor,2026.07.13,1,medium,검색 기사에서 '자회사 가치 재평가 속도'와 '주주환원 확대'가 언급되며 투자심리가 개선된 것으로 보입니다. 추가로 국민연금의 포트폴리오 재조정(섹터·종목 비중 변경)이라는 수급 이슈가 그룹 관련주 전반에 대한 관심을 끌어 매수세를 가속화한 것으로 해석됩니다.,SK디앤디,"지주사 재평가, 주주환원 확대, 국민연금 비중확대, 자회사 가치 재평가, 자산 매각·유동화",28,0,,stock_news:18; search:SK디스커버리:10,2026-07-14 16:17,-1
