date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260803,KOSPI,004870,티웨이홀딩스,1248,30.0,681311,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,13,0,weak_name_link,stock_news:3; search:티웨이홀딩스:10,2026-08-03 16:01,-1
20260803,KOSPI,002070,비비안,6590,29.98,335725,continuation,수급,‘애국기업 상장폐지 막자’ 캠페인에 따른 개인·테마성 매수(애국매수) 확산으로 인한 급등,rumor,,0,medium,"이전 분석 재사용 (최초 20260622, 9일째 등장)","모나미, 에넥스, 우성머티리얼즈","애국매수, 상장폐지 방지, 패션·섬유·뷰티 업종 수급, 관리종목 지정/해제, 소액주주 매수 캠페인, 상한가 연속",10,0,,search:비비안:10,2026-08-02 23:18,0
20260803,KOSPI,012170,아센디오,842,29.94,887060,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,15,0,headline_only_generic,stock_news:5; search:아센디오:10,2026-08-03 16:01,-1
20260803,KOSPI,002220,한일철강,3405,18.23,782731,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,13,0,weak_name_link,stock_news:3; search:한일철강:10,2026-08-03 16:01,-1
20260803,KOSPI,006110,삼아알미늄,34800,14.29,263917,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,12,0,other,stock_news:2; search:삼아알미늄:10,2026-08-03 16:01,-1
20260803,KOSPI,011155,CJ씨푸드1우,7520,10.75,17576,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,4,0,weak_name_link,search:CJ씨푸드1우:4,2026-08-02 21:00,0
20260803,KOSPI,071950,코아스,2040,10.39,507207,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,10,0,other,stock_news:1; search:코아스:9,2026-08-03 15:30,-1
20260803,KOSPI,069640,한세엠케이,1230,9.04,330417,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,12,0,other,stock_news:2; search:한세엠케이:10,2026-08-02 22:00,0
20260803,KOSPI,194370,제이에스코퍼레이션,13230,8.89,373836,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,11,0,other,stock_news:1; search:제이에스코퍼레이션:10,2026-08-03 13:12,-1
20260803,KOSPI,093240,형지엘리트,442,8.6,2372703,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,27,0,other,stock_news:17; search:형지엘리트:10,2026-08-02 21:00,0
20260803,KOSPI,005090,SGC에너지,44200,8.47,280910,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,11,0,weak_name_link,stock_news:1; search:SGC에너지:10,2026-08-02 22:00,0
20260803,KOSPI,007460,에이프로젠,2500,8.23,121400,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,15,0,other,stock_news:5; search:에이프로젠:10,2026-08-02 23:00,0
20260803,KOSPI,126560,현대퓨처넷,3185,8.15,415363,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,12,0,other,stock_news:2; search:현대퓨처넷:10,2026-08-02 23:28,0
20260803,KOSPI,007120,미래아이앤지,1190,7.59,140273,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,7,0,weak_name_link,stock_news:1; search:미래아이앤지:6,2026-08-02 21:00,0
20260803,KOSPI,092200,디아이씨,4580,7.51,528060,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,12,0,other,stock_news:2; search:디아이씨:10,2026-08-03 18:41,-1
20260803,KOSPI,499790,GS피앤엘,37850,7.38,151155,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,9,0,weak_name_link,search:GS피앤엘:9,2026-08-02 20:00,0
20260803,KOSPI,006890,태경케미컬,5790,7.22,108693,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,10,0,weak_name_link,stock_news:1; search:태경케미컬:9,2026-08-02 16:00,0
20260803,KOSPI,033240,자화전자,23750,7.22,103539,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,9,0,other,search:자화전자:9,2026-08-02 20:00,0
20260803,KOSPI,033250,체시스,3755,7.13,110178,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,2,0,other,search:체시스:2,2026-08-02 18:00,0
20260803,KOSPI,000210,DL,45950,6.98,248841,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,27,0,other,stock_news:17; search:DL:10,2026-08-03 17:57,-1
20260803,KOSDAQ,315640,딥노이드,1599,30.0,1215890,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,20,0,other,stock_news:10; search:딥노이드:10,2026-08-03 17:48,-1
20260803,KOSDAQ,200350,아티스트스튜디오,2310,29.99,338653,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,14,0,other,stock_news:4; search:아티스트스튜디오:10,2026-08-03 16:03,-1
20260803,KOSDAQ,226340,본느,2180,29.99,29737,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,17,0,other,stock_news:7; search:본느:10,2026-08-03 16:06,-1
20260803,KOSDAQ,030530,원익홀딩스,19860,29.97,4034580,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,19,0,headline_only_generic,stock_news:9; search:원익홀딩스:10,2026-08-03 17:34,-1
20260803,KOSDAQ,087010,펩트론,166100,29.97,265443,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,28,0,headline_only_generic,stock_news:18; search:펩트론:10,2026-08-03 17:34,-1
20260803,KOSDAQ,459550,알트,1492,29.97,6263896,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,20,0,other,stock_news:10; search:알트:10,2026-08-03 17:40,-1
20260803,KOSDAQ,208640,썸에이지,1341,29.94,611764,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,16,0,headline_only_generic,stock_news:6; search:썸에이지:10,2026-08-03 09:36,-1
20260803,KOSDAQ,079190,케스피온,1172,29.93,1234327,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,11,0,other,stock_news:1; search:케스피온:10,2026-08-02 23:18,0
20260803,KOSDAQ,484810,티엑스알로보틱스,17450,29.93,745521,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,28,0,other,stock_news:18; search:티엑스알로보틱스:10,2026-08-03 17:34,-1
20260803,KOSDAQ,050090,비케이홀딩스,430,29.91,1048486,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,16,0,headline_only_generic,stock_news:6; search:비케이홀딩스:10,2026-08-02 23:18,0
20260803,KOSDAQ,078590,휴림에이텍,3025,29.83,488957,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,9,0,other,search:휴림에이텍:9,2026-08-02 23:18,0
20260803,KOSDAQ,228670,레이,6250,24.75,808792,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,10,0,other,search:레이:10,2026-08-02 23:56,0
20260803,KOSDAQ,067770,세진티에스,2110,23.32,541986,unclear,분석 실패,"API 오류: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}",,,,low,,,,13,0,headline_only_generic,stock_news:3; search:세진티에스:10,2026-08-02 23:38,0
