date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260521,KOSPI,009415,태영건설우,9490,30.0,28861,new,수급/시장(대형주·섹터 주도 장),반도체 대형주 급등으로 촉발된 코스피 전반적 랠리에 건설주 동반 상승(특히 파업 철회·수급 회복 관련 뉴스가 장 마감 전후에 집중),technical,2026.05.21,0,medium,"당일(5/21) 코스피·대형 반도체주 급등을 다룬 장마감 기사들이 있으며, 태영건설우에 대한 개별 공시·실적·수주성 호재는 부재합니다. 따라서 종목의 급등은 개별 재료보다는 대형주 랠리와 이에 따른 수급(외국인·기관·개인 매수) 유입이 건설주로 파급된 것으로 판단됩니다.","삼성E&A, 한성크린텍","반도체 대형주 급등, 외국인·기관 순매수, 파업 철회·수급 회복, 중동 재건 기대, SOC 투자 기대",17
20260521,KOSPI,006345,대원전선우,18360,29.94,1635704,new,수급·섹터 순환매,대형주(반도체 등) 랠리로 인한 장대 양봉·수급 개선에 전선·전기장비 섹터로 순환매 유입,technical,2026.05.21,0,medium,"당일(5/21) 코스피·대형주 급등(반도체·대형주 주도) 관련 기사들이 다수 보이며, 개별 기업의 공시·실적·수주성 호재는 발견되지 않음. 거래대금 급증과 함께 전선·전기장비 업종에 단타성·테마성 매수세가 몰리며 우선주가 큰 폭으로 상승한 것으로 판단됨.","삼화콘덴서우, 풍산우","수급 회복, 전력 인프라, 대형주 랠리, 전선·전기장비 순환매, 장대 양봉·거래대금 급증",20
20260521,KOSPI,007610,선도전기,11500,29.94,2765515,new,수급·시장 광범위 랠리,거래 재개 후 전력설비 수주 기대(수주 공시 가능성 제기),contract,2026.05.20,1,medium,"대형주(삼성전자·SK하이닉스·LG전자 등) 중심의 코스피 급등에 따른 동반 급등이 주요 배경이며, 일부 보도에서 '거래 재개 뒤 전력설비 수주' 가능성을 언급해 선도전기 주가에 추가적 매수 심리를 자극한 것으로 보임. 즉, 시장 광범위한 랠리 + 회사 관련 수주 기대감의 복합 영향으로 판단됨.","LS ELECTRIC, 효성중공업","대형주 랠리, 피지컬AI, 전력설비 수주, 거래재개 수주기대",11
20260521,KOSPI,009420,한올바이오파마,50900,29.85,49406,new,바이오,아이메로프루바트(개발 신약) 파트너사 중간 임상 결과에서 난치성 류마티스관절염 효능 관찰(임상 청신호) 발표,disclosure,2026.05.21,0,high,당일(2026.05.21) 다수의 종목 태그 기사들이 회사·파트너사의 임상 중간결과 공개로 '아이메로프루바트'가 난치성 류마티스관절염에서 효능이 관찰됐다고 보도하면서 투자심리가 급격히 개선되어 상한가로 직결된 것으로 보입니다. 보도가 일제히 쏟아지고 회사 측 코멘트·증권사 리포트(목표가↑)가 동반되어 매수세가 집중되었습니다.,"종근당, 셀트리온","류마티스관절염, 아이메로프루바트 임상 중간결과, 난치성 RA 효능 관찰, 임상 파트너 발표, 신약 로열티 재평가",26
20260521,KOSPI,066570,LG전자,235000,29.83,5319048,continuation,실적,1분기 깜짝 실적 및 로봇 사업 확장 가시화,earnings,,0,high,"이전 분석 재사용 (최초 20260512, 4일째 등장)","LG이노텍, LG화학","어닝 서프라이즈, 로봇 사업 확장, 1분기 깜짝 실적",24
20260521,KOSPI,066575,LG전자우,86000,26.28,1059605,continuation,정책,LG전자와 엔비디아의 협력 기대,rumor,,0,high,"이전 분석 재사용 (최초 20260512, 3일째 등장)",엔비디아,"정책, 협력 기대, 엔비디아, 소프트웨어 부문, AI 기술",14
20260521,KOSPI,012330,현대모비스,670000,25.23,1334364,new,로보틱스/모빌리티(자동차용 로봇) 수혜,현대차 HMGMA(아틀라스) 상용화·로봇 사업 가속화로 현대모비스의 로보틱스 부품·솔루션 수혜 기대,rumor,2026.05.21,0,medium,"5월21일 다수 기사에서 '로봇주'·'휴머노이드 수혜'가 부각되고, 다올증권의 목표가 상향 및 로봇사업 기대를 전한 보고서와 로봇 집중 ETF 출시 뉴스가 동시에 나와 수급·심리적 쏠림을 유발해 급등을 초래한 것으로 판단된다. 별도 공시성 계약이나 실적 발표는 보이지 않아 직접적 근거는 분석·시장 뉴스와 투자심리 중심이다.","현대차, LG전자","휴머노이드, 로보틱스, HMGMA 아틀라스 상용화, 로봇 부품 수주, 로봇 ETF",24
20260521,KOSPI,012205,계양전기우,15390,21.66,2058232,new,수급/시장 랠리(대형주·섹터 동반 상승),모터 기술력 부각·글로벌 영토 확장(현대차·기아 등 완성차 고객사와의 사업확장 보도),rumor,2026.05.20,1,medium,"당일 코스피 대형주·반도체 중심의 광범위한 장 초반 급등 속에서 계양전기는 전기모터 기술력을 부각하는 보도가 전일(5/20)에 나와 투자심리가 확산된 것으로 보인다. 회사 측의 공식 공시나 계약 발표는 없고, 시장 전체 랠리와 개별 호재성 보도의 결합으로 급등이 촉발된 상황이다.","삼지전자, 에스에이엠티","전기차 모터, 코스피 대형주 랠리, 글로벌 영토 확장, 현대차·기아 협업",11
20260521,KOSPI,229640,LS에코에너지,89400,19.84,411318,new,전력기기·데이터센터(인프라),데이터센터용 통신 케이블에 대한 미국 UL(화재안전) 인증 획득 및 AI 데이터센터용 제품군 확대,disclosure,2026.05.21,0,high,당일 다수 보도(회사·언론)가 '미국 UL 화재안전 인증 확대'를 전면 보도하며 AI 데이터센터 인프라 공략 강화라는 구체적 호재를 제시했다. 같은 시기 LS그룹의 대형 북미 수주 소식과 전력기기 섹터 회복이 맞물려 수급·테마성이 강하게 작용한 것으로 보인다.,"LS전선, 가온전선","AI 데이터센터, 전력인프라 수주, UL 화재안전 인증, 데이터센터 통신 케이블, 북미 대형 수주, 버스덕트 공급",27
20260521,KOSPI,003550,LG,123000,19.3,2152398,continuation,수급/그룹주 연동,LG전자 상한가 및 로봇사업 밸류체인 기대감에 따른 지주사(그룹주) 동반 랠리,technical,,0,medium,"이전 분석 재사용 (최초 20260515, 2일째 등장)","LG전자, LG이노텍","그룹주 연동, 로봇 밸류체인 탑승 기대감, 신용도 등급전망 긍정, 상한가 촉발 수급 쏠림, IFRS18 연결체제 변경 영향",27
