date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260519,KOSPI,011000,진원생명과학,1366,29.97,40882712,continuation,수급/재무구조,구조조정 속도 가속화 및 51억 원 규모 CB 납입 완료(공시·보도),disclosure,,0,medium,"이전 분석 재사용 (최초 20260518, 2일째 등장)",,"구조조정, 자금조달, CB 납입 51억, 의무보유해제 487만주, 재무구조 개선",11
20260519,KOSPI,004870,티웨이홀딩스,308,29.96,3345333,new,정책/규제(항공사 허가·면허),항공사 변경면허(트리니티항공 국내 변경면허 발급) — 지배구조·브랜드·운영 재편 기대,disclosure,2026.05.18,1,high,"티웨이항공 계열의 '트리니티항공'에 대해 국내 변경면허가 발급되었다는 보도가 5/18에 나왔고, 티웨이홀딩스가 2대주주라는 점에서 지배구조·사업 재편 기대가 즉각적으로 반영되어 주가가 급등(상한가)한 것으로 판단된다. 관련 뉴스가 회사·시장 기사들(상한가 보도 포함)로 이어져 투자심리를 자극했다.","티웨이항공, 제주항공, 진에어","항공면허 변경승인, 항공사 재편, 트리니티항공 변경면허, 2대주주 지배구조",15
20260519,KOSPI,217590,티엠씨,30050,29.81,462417,new,수주·데이터센터 인프라,미국 AI 데이터센터 대상 110억 원 규모 광케이블 공급계약(북미 공급망 편입),contract,2026.05.19,0,high,당일(5/19) 여러 매체의 종목 태그 뉴스로 '미국 AI 데이터센터 110억 광케이블 수주' 공시/보도가 집중되어 투자 심리가 즉시 호전되었음. 전반적인 시장 약세 속에서도 개별 수주 확정 소식이 주가를 급등(상한가 근접)시킨 직접적 촉매로 판단됨.,"엑스게이트, 케이엠더블유","AI 데이터센터, 북미 공급망 편입, 110억 광케이블 수주, 광케이블 공급계약, 데이터센터 납품 일정",16
20260519,KOSPI,005500,삼진제약,24700,23.87,4226982,continuation,바이오,아리바이오 알츠하이머 신약 7조원 中 기술수출,contract,,0,high,"이전 분석 재사용 (최초 20260514, 2일째 등장)",아리바이오,"바이오, 알츠하이머 신약, 기술 수출, 계약 체결",24
20260519,KOSPI,036420,콘텐트리중앙,5970,13.93,428796,new,실적/콘텐츠(박스오피스) 모멘텀,'왕사남' 흥행에 따른 1분기 실적 개선 및 2분기 개봉 예정작 '호프' 기대감,earnings,2026.05.19,0,medium,"D-day 당일 다수 매체가 '1분기 왕사남 효과로 실적이 개선되었고, 2분기 개봉 예정작 '호프'에 대한 기대감'을 직접적으로 언급하며 종목을 태그해 강한 매수 심리를 유발한 것으로 보임. 구체적 실적 개선(박스오피스 수익 반영)과 향후 작품 모멘텀이 단기 급등을 촉발한 주요 원인으로 판단된다.","메가박스중앙, 롯데컬처웍스","박스오피스 흥행, 콘텐츠 흥행 모멘텀, '왕사남' 흥행, '호프' 개봉(2분기)",24
20260519,KOSPI,005950,이수화학,12200,13.07,5463946,continuation,실적,1분기 영업이익 254억 원(전년 대비 대폭 증가) 발표,earnings,,0,high,"이전 분석 재사용 (최초 20260518, 2일째 등장)","OCI홀딩스, 후성","실적 서프라이즈, 화학업종 반등, 1분기 영업이익 254억 원, 영업이익률 개선",3
20260519,KOSPI,006110,삼아알미늄,90900,7.96,395546,continuation,2차전지,JKL인베스트먼트의 투자 회수 및 양극박 수요 증가,rumor,,0,medium,"이전 분석 재사용 (최초 20260514, 2일째 등장)",,"2차전지, 양극박, JKL인베스트먼트, 투자 회수, 수요 증가",6
20260519,KOSPI,000370,한화손해보험,7650,7.44,7399005,continuation,실적·수급·신상품(보험업 영업확대),한국교총과 교권보호 관련 '교권 침해 대응' 보험상품 개발·업무협약(MOU),disclosure,,0,medium,"이전 분석 재사용 (최초 20260518, 2일째 등장)","KB손해보험, DB손해보험, 현대해상","보험상품 개발, 손보주 동반 상승, 교권 보호 보험, 교권침해 대응 보험상품, 한국교총 MOU",14
20260519,KOSPI,005430,한국공항,74800,6.25,62407,continuation,실적,한국공항의 1분기 영업이익 급증,earnings,,0,high,"이전 분석 재사용 (최초 20260514, 2일째 등장)",,"영업이익 급증, 실적 개선, 회사의 성과 향상, 35.51% 증가",10
20260519,KOSPI,090460,비에이치,34250,5.87,1355294,continuation,실적,1분기 영업이익 흑자전환,earnings,,0,high,"이전 분석 재사용 (최초 20260514, 2일째 등장)","LG이노텍, 삼성전기","실적, 흑자전환, 목표가 상향, 주가 상승, 1분기",7
20260519,KOSPI,102460,이연제약,12130,5.75,209207,new,바이오,황반변성 대상 유전자치료제 임상 결과/발표 — 주사 횟수 89% 감소,disclosure,2026.05.11,8,high,"최근(5/7~5/11) 회사·언론 보도로 이연제약의 안과용 유전자치료제 임상 결과(주사 횟수 89% 감소)가 부각되며 투자심리를 자극한 것으로 보인다. 해당 발표는 직접적인 신약 개발 호재로 해석되며, 관련 기대감이 주가를 끌어올린 주요 원인이다.","삼진제약, 진원생명과학","안과 유전자치료, 황반변성 유전자치료, 주사 횟수 89% 감소, 임상 발표, 신약 모멘텀",13
20260519,KOSPI,031210,서울보증보험,48100,5.37,184924,new,정책·금융(중금리 대출·여전업 진출),여전업(카드·여신전문금융사) 사잇돌대출 이르면 10월 출시 가닥 — 중금리 대출 시장 확대에 따른 보증·신용지원 수요 증가 기대,policy,2026.05.19,0,medium,최근(5.18~5.19) 다수 기사에서 여전업계의 사잇돌대출 출시(10월 전망)와 중금리대출 시장 진출이 부각됐다. 사잇돌대출·중신용자 대상 금융상품 확대는 보증·신용보강 수요 증가로 이어질 수 있어 서울보증보험과 같은 보증기관에게 긍정적 재료로 해석되어 당일 주가 상승을 촉발한 것으로 보인다.,"한화손해보험, DB손해보험","사잇돌대출, 중금리대출, 포용금융 확대, 여전업 사잇돌대출 10월 출시, 보증수요 확대, 분기배당 도입",24
20260519,KOSPI,000400,롯데손해보험,2275,5.32,3699328,new,실적·수급(보험 섹터 방어주 및 매각 이슈),보험영업 흑자 전환 공시·매각(PEF) 기대감 확산,earnings,2026.05.18,1,medium,"최근(5/15~5/18) 공시·보도에서 보험영업이 흑자 전환했다고 전해지며 건전성 개선 신호가 나왔고, 동시에 매각(PEF) 가능성·협상 변수가 지속 보도되면서 수급(매수) 유입과 섹터 방어주 성격이 부각되어 당일 매수세를 촉발한 것으로 보입니다. 5/19 장중 보도된 '보험·은행주 선방' 기사도 방어주로서의 자금 유입을 뒷받침했습니다.","삼성화재, 현대해상, DB손해보험","보험섹터 방어주, M&A(매각) 기대, 보험영업 흑자 전환, 투자영업 손실, PEF 매각협상",25
20260519,KOSPI,014910,성문전자,2405,5.25,4115476,unclear,수급/기술적(단기 수급·거래량),거래량 급증에 따른 단기 쇼트커버·이격도 과열성 매수(시장전반 일시적 반등 연동),technical,,0,low,"제공된 뉴스 중 성문전자 관련한 개별 호재성 공시나 실적·수주 기사는 확인되지 않음. D-day 전후 기사들은 코스피 전반 뉴스, 공매도 브리핑·거래정지·이격도 관련 보도 등으로 수급·시장 모멘텀에 의해 거래량이 늘며 단기 급등이 발생한 것으로 추정됨. 사전 명확한 기업별 트리거가 없어 결론 신뢰도는 낮음.",,"수급 급변, 공매도 동향, 거래량 급증, 이격도 과열, 투자경고 이슈",13
20260519,KOSPI,002960,한국쉘석유,539000,4.86,12621,new,수급(거래 집중·투자주의 지정),거래소·금감원 관련 단일계좌 거래집중·투자주의(투자경고) 지정 및 특정계좌 매매관여 과다 보도,policy,2026.05.15,3,medium,5월15~16일 다수 기사에서 거래소의 투자주의(투자경고) 지정 및 단일계좌 거래량 급증·특정계좌 매매관여 과다 사실이 보도되어 수급적 관심과 투기적 매수(또는 단기 물량 유입)를 촉발한 것으로 보입니다. 공시성·규제성 이슈가 직간접적으로 주목을 끌어 당일 주가를 끌어올린 것으로 판단됩니다.,"에쓰오일, SK이노베이션","수급·투자주의 지정, 단일계좌 거래집중, 거래정지 예고, 특정계좌 매매관여, 거래소 조사",5
