date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count,body_count,reason_unknown_category,article_origin_dist,latest_article_date,trigger_lag_candidate
20260710,KOSPI,073240,금호타이어,7800,30.0,23759468,continuation,정책/지역개발·수급(테마성 M&A/자산매각 기대),금호타이어 광주공장 매각설·호남반도체 연계(공장부지 반도체단지 편입 기대),rumor,,0,medium,"이전 분석 재사용 (최초 20260626, 3일째 등장)","한국타이어앤테크놀로지, 넥센타이어","지역 반도체 클러스터, 공장 매각, 광주공장 매각설, 호남반도체 인수설, 부지 개발 기대",25,0,,stock_news:15; search:금호타이어:10,2026-07-10 18:00,-1
20260710,KOSPI,006370,대구백화점,4705,29.97,326009,unclear,수급/시장,기관 순매수에 따른 코스피 반등으로 방어주·지역 유통주 강세(시장전반 수급이 종목에 파급),unknown,2026.07.10,0,low,"D-day에 발표된 마감시황 기사(코스피 기관 순매수·반등)가 바로 직전·당일 전반적 매수심리를 설명하고 있어, 개별 기업 공시나 계약성 뉴스 없이 수급 영향으로 급등한 것으로 보입니다. 유통업계의 계절적(장마·폭염) 수요와 팝업 콜라보 소식이 보조적 스토리를 제공했지만 회사 고유의 확정적 호재는 확인되지 않습니다.","현대백화점, 신세계, 롯데쇼핑","기관 순매수, 방어주·유통 강세, 장마·폭염 전용 상품, 팝업 콜라보레이션, 지역 백화점 유동인구",11,0,headline_only_generic,stock_news:1; search:대구백화점:10,2026-07-10 16:05,-1
20260710,KOSPI,002880,디와이에이,1063,29.95,6189377,unclear,수급/시장 재료,코스피 반등에 따른 방어주·은행주 동반 강세(기관 순매수 영향),unknown,2026.07.10,0,low,"동일 기간 제공된 기사들은 모두 코스피·수급(기관 순매수) 중심의 마감·시황 보도로, 개별 기업의 공시·실적·수주 등 직접적 호재는 확인되지 않습니다. 디와이에이의 급등은 시장 전반의 반등과 방어주(은행주 등)의 강세에 동조한 단기 수급성 랠리로 판단됩니다.","KB금융, 신한지주, 우리금융","기관 순매수, 방어주 강세, 반도체 조정, 거래량 급증, 지수 연동 급등",13,0,weak_name_link,stock_news:3; search:디와이에이:10,2026-07-10 16:05,-1
20260710,KOSPI,003680,한성기업,8460,29.95,1527531,continuation,수급(개미·테마성 매수),SNS·언론을 통한 '애국 기업' 입소문 및 '돈쭐'·주식 매수운동(참전용사 후원 사실 부각)으로 단기간 대량 매수·상한가,rumor,,0,medium,"이전 분석 재사용 (최초 20260709, 2일째 등장)",,"개미운동, 밈주식·SNS 확산, 상장폐지 우려 완화, 돈쭐 캠페인, 크래미 브랜드 지지",24,0,,stock_news:14; search:한성기업:10,2026-07-10 18:26,-1
20260710,KOSPI,015260,에이엔피,378,29.9,1841428,unclear,수급/시황,코스피 반등에 따른 기관 순매수·방어주(은행주 등) 로테이션에 편승한 중소형 급등,unknown,,0,low,"제공된 14일 뉴스는 대부분 코스피·장 마감 시황과 섹터 전반(반도체 약세→방어주 강세) 관련 보도로, 에이엔피에 대한 개별 공시·계약·실적성 기사는 확인되지 않습니다. 따라서 이날 급등은 코스피 반등·기관 순매수·테마(방어주/중소형) 수급 쏠림 및 저유통주 특성에 따른 단기 과열(투기성 매수/공매도 커버링) 영향으로 추정됩니다.","금호타이어, KB금융","기관 순매수, 방어주 로테이션, 코스피 반등, 거래대금 급증, 저유통주 물량 집중, 단기 과매수",12,0,headline_only_generic,stock_news:2; search:에이엔피:10,2026-07-10 16:05,-1
20260710,KOSPI,007610,선도전기,5550,27.29,5894193,new,전력 인프라,AI 데이터센터 확장 및 글로벌 노후 전력망 교체 기대에 따른 송·배전·전력기기 수요 급증 기대,rumor,2026.07.09,1,medium,07.09~07.10에 걸쳐 AI 데이터센터 호재와 '글로벌 노후 전력망 교체'를 언급한 다수 기사에서 전력·송배전 관련 종목들이 부각되며 섹터 베팅성 매수 유입이 관찰됨. 선도전기는 해당 흐름에서 전력기기·송배전 수요 수혜 기대감으로 급등했으나 회사 공시나 신규 계약 등 구체적 본질적 호재는 부재함.,"대원전선, LS전선","AI 데이터센터, 전력 인프라, 송배전 설비, 글로벌 노후 전력망 교체, 초고압선 공급",13,0,,stock_news:3; search:선도전기:10,2026-07-10 13:54,-1
20260710,KOSPI,000850,화천기공,42000,26.89,276595,new,공작기계/기계업종,전남 광주 1만6000평 공장부지 재평가(자산가치 상승 기대),disclosure,2026.07.09,1,medium,"7/9 보도에서 '전남 광주 1만6000평 공장부지 재평가'가 지목되어 실물자산 가치가 재평가될 가능성이 제기되었고, 이 소식이 단기간에 주가를 급등시킨 직접적 촉매로 작용한 것으로 보인다. 또한 공작기계·로봇·자동화 업종에 대한 긍정적 센티먼트(AI·로봇 관련 테마 확산)가 동반 매수세를 확대했을 가능성이 있다.",,"공작기계, 자산재평가, 광주 1만6000평, 공장부지 재평가, AI 자동화 수요",11,0,,stock_news:1; search:화천기공:10,2026-07-09 22:00,0
20260710,KOSPI,005360,모나미,2145,25.66,8330485,continuation,수급/테마성,정치 테마주 매수세에 따른 단기 급등(정치 테마 관련 매수),rumor,,0,medium,"이전 분석 재사용 (최초 20260709, 2일째 등장)",,"정치 테마주, K-뷰티 확장, 브랜드 헤리티지 강화, 153 볼펜 흑백 디자인, 색조 화장품 ODM",16,0,,stock_news:6; search:모나미:10,2026-07-10 17:25,-1
20260710,KOSPI,109070,주성코퍼레이션,1680,21.74,3811394,new,공시 (유상증자/수급),최대주주 대상 150억 원 규모 유상증자 공시(최대주주 참여 형태의 자금조달 발표),disclosure,2026.07.10,0,high,"당일(07.10) 종목 태그 기사에서 최대주주 대상 150억 원 규모 유상증자 공시가 보도되며 주가가 급등했습니다. 유상증자 발표가 최대주주 참여 형태로 전해지자 재무적 지원·구조적 안정 기대와 함께 매수세가 유입된 것으로 보이며, 기관 순매수·전선주 동반 강세 등 시장 수급 호조도 상승을 부추긴 것으로 판단됩니다.","LS전선, 대한전선","유상증자, 수급(기관 매수), 최대주주 대상 제3자배정, 150억 원 자금조달, 전선주 강세",11,0,,stock_news:2; search:주성코퍼레이션:9,2026-07-10 13:54,-1
20260710,KOSPI,037710,광주신세계,49800,19.71,1734732,continuation,정책/지역 개발(호남 반도체 클러스터),호남(광주·전남) 반도체 클러스터 조성·대규모 투자(지역 메가프로젝트) 기대감으로 지역 인구유입·관광·명품 소비 증가 예상 — 지역 백화점 수혜,policy,,0,medium,"이전 분석 재사용 (최초 20260624, 4일째 등장)","신세계, 신세계인터내셔날, 롯데쇼핑","호남 반도체 클러스터, 지역 메가프로젝트 개발, 광주군공항 연계 반도체단지, 백화점 여름 정기세일, 명품 소비·외국인 관광객",13,0,,stock_news:3; search:광주신세계:10,2026-07-09 22:00,0
