date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260527,KOSPI,006660,삼성공조,15520,29.98,1408883,unclear,수급/기술적(지수 동반 랠리),코스피 사상 최고치·반도체 랠리 속 단기 이격도 과열로 인한 개인·투기성 매수 집중,technical,2026.05.27,0,low,"해당 기간 뉴스 대부분이 '코스피 사상 최고치'·시장의 광범위한 랠리를 보도하고 있고, 종목 관련 공시·실적·수주성 호재는 확인되지 않아 개별 모멘텀보다는 지수·섹터 랠리에 따른 단기 수급 쏠림(이격도 과열)으로 급등한 것으로 추정됩니다. 같은 날 여러 매체에 '이격도과열 종목'·'상승 종목 30選' 등에 포함된 점이 단기 과열 신호로 작용했을 가능성이 큽니다.","디앤디파마텍, 나노캠텍","지수 랠리, 개인투자심리, 이격도 과열, 거래대금 급증, 상한가 편입",11
20260527,KOSPI,018260,삼성에스디에스,261500,29.78,3130289,new,AI 인프라 / 데이터센터,AI 데이터센터·인프라 투자 기대감에 따른 SI업체 수혜(오픈AI 상장 기대·AI 인프라 랠리 보도로 한시적 매수 집중),rumor,2026.05.27,0,medium,"당일 다수의 종목태그 기사들이 'AI 인프라 기대'와 'AI 데이터센터 깔리면 수혜'를 근거로 삼성SDS를 포함한 SI업종을 집중 보도했고(오픈AI 상장 카운트다운 보도까지 연결), 이로 인해 투자 심리가 급격히 몰리며 주가가 급등한 것으로 판단됨. 별도 공시·실적·수주 발표가 없어 뉴스·테마성 매수가 주 원인이다.","현대오토에버, LG CNS, CJ올리브네트웍스","AI 데이터센터, AI 인프라, SI(시스템통합), 오픈AI 상장, AI GPU 증설, AI 인프라 수주",24
20260527,KOSPI,307950,현대오토에버,765000,19.91,643526,continuation,로보틱스,현대차그룹의 로봇 사업 기대감,rumor,,0,medium,"이전 분석 재사용 (최초 20260513, 3일째 등장)","현대차, 현대모비스","로보틱스, 로봇 사업, IT 서비스, 주가 급등, 그룹 내 부상",23
20260527,KOSPI,009420,한올바이오파마,70700,19.63,2245095,continuation,바이오,아이메로프루바트(개발 신약) 파트너사 중간 임상 결과에서 난치성 류마티스관절염 효능 관찰(임상 청신호) 발표,disclosure,,0,high,"이전 분석 재사용 (최초 20260521, 3일째 등장)","종근당, 셀트리온","류마티스관절염, 아이메로프루바트 임상 중간결과, 난치성 RA 효능 관찰, 임상 파트너 발표, 신약 로열티 재평가",18
20260527,KOSPI,009190,대양금속,2080,15.56,7516859,continuation,실적,1분기 영업이익 385% 급증·흑자 전환 공시,earnings,,0,high,"이전 분석 재사용 (최초 20260522, 2일째 등장)","세아베스틸지주, KG스틸","실적 서프라이즈, 특수강 수요 회복, 1분기 영업익 385% 증가, 흑자 전환",8
20260527,KOSPI,064400,LG씨엔에스,94600,14.11,5015094,new,AI / 엔터프라이즈 SI,LG CNS의 '에이전틱·피지컬 AI'(AI 에이전트·휴머노이드) 실증·사업화 공개 및 오픈AI 관련 협업·AX(Enterprise ChatGPT) 실행 사례 발표,rumor,2026.05.27,0,medium,"5월27일 다수의 보도에서 LG CNS가 AI 에이전트·휴머노이드 관련 기술 역량과 기업용 ChatGPT(AX) 도입 사례, 오픈AI 협업 가능성 등을 대대적으로 소개하면서 SI·AI 관련 수혜 기대가 집중되어 당일 급등과 거래 폭증이 발생한 것으로 보임. 별도 공시성 계약 소식은 확인되지 않아 뉴스·테마성 매수(기관·개인 관심)가 주된 동인으로 판단된다.","삼성SDS, CJ올리브네트웍스","AI 인프라, 엔터프라이즈 AI, 휴머노이드, AI 에이전트 상용화, AX(업무용 ChatGPT) 도입 사례, 오픈AI 파트너십",24
20260527,KOSPI,055490,테이팩스,20600,12.88,553037,new,수급/기술적(단기 모멘텀),금융투자업체 공시·검토로 인한 '소수계좌 거래집중 지정' 및 투자주의 공지(거래 쏠림),disclosure,2026.05.24,3,medium,5월24일 '소수계좌 거래집중 지정→투자주의' 공지가 나오며 소수 계좌에 거래가 집중되는 정황이 알려져 단기 매수세와 관심이 유입된 것으로 보인다. 이후 데일리 상승 종목 리스트(ETB/미디어 등)에 포함되는 등 모멘텀성 매수와 단기 차익 실현 물량이 섞여 가격이 급등한 것으로 판단된다.,,"수급 쏠림, 거래집중 지정, 소수계좌 거래, 투자주의 환기, 급등 후 단기차익실현",9
20260527,KOSPI,002220,한일철강,5180,10.21,691832,unclear,철강(특수강/조선·건설 인프라 수요),산업 전반의 수주·인프라·방산 수요 기대감 확산에 따른 철강업종 동반 강세 (개별 공시 확인 없음),unknown,,0,low,"최근 1–2주간 한일철강 관련으로는 개별 공시나 명확한 계약·실적 기사가 확인되지 않으며, 대신 세아·KG스틸 등 업계 전반의 수주·디지털 전환·인프라 관련 보도가 다수 노출되어 있다. 이런 업종(섹터) 뉴스에 따른 동종업체군의 테마성 동반 상승 가능성이 크고, 한일철강은 별도 호재 없이도 유동성·수급 탄력으로 급등한 것으로 판단된다.","세아베스틸, KG스틸, 만호제강","철강·특수강, 인프라·방산 수주, 제강사 설비투자, 판재·와이어로프, 공급망 재편",7
20260527,KOSPI,005430,한국공항,88300,9.69,62771,new,policy/partnership,한국공항공사-극동대 항공인재 육성 산학협력(MOU) 발표,contract,2026.05.26,1,medium,등락 당일(다음 거래일) 전날(5월26일) 다수 매체에서 보도된 '극동대와의 산학협력 MOU'와 관련 PR이 주된 노출로 확인된다. 산학협력·인재육성 소식은 공항공사의 중장기 운용·서비스 개선 기대를 자극해 단기 수급을 밀어올린 것으로 판단된다. (5월21일 보안훈련 등 안전 관련 보도는 있으나 가격 급등과 시점 연계성은 약함),"대한항공, 아시아나항공","산학협력, 항공수요회복, 항공인재 육성 MOU, 공항 대테러 훈련, 항공편 축소(연료비)",11
20260527,KOSPI,000660,SK하이닉스,2243000,9.31,7248371,new,반도체,시가총액 1조달러 돌파 보도 및 대만 행사서 'AI 동맹(젠슨 황-국내 그룹 회동)' 기대감,rumor,2026.05.27,0,high,"D-day에 다수의 보도로 시가총액 1조달러 가입과 대만에서의 'AI 동맹' 회동 전망이 부각되며 투자심리가 개선되었고, 관련 '삼전·닉스' 레버리지 ETF에 대규모 자금이 유입된 점이 수급을 밀어올린 것으로 보임. 프리·애프터마켓에서 외국인 순매수 보도도 당일 강한 상승을 뒷받침함.","삼성전자, 엔비디아","AI 데이터센터, HBM 메모리, ETF 유입, 1조달러 시가총액, 젠슨 황 회동",21
20260527,KOSPI,402340,SK스퀘어,1276000,8.04,1121583,new,수급/시황(반도체 랠리 따른 지수 동조화),대형 반도체주 급등(시총 급증·시총 1조달러 돌파 보도)에 따른 코스피 사상최고 및 동반 상승(5/27 보도),technical,2026.05.27,0,medium,"보도들은 5월27일 코스피 사상최고 및 삼성전자·하이닉스 중심의 반도체 랠리를 일제 보도했고, SK스퀘어는 그룹 지배구조·반도체 관련 포지션(간접 수혜)을 기대하는 매수 흐름에 동조해 급등한 것으로 보임. 별도 공시·실적·계약성 호재는 확인되지 않아 지수·섹터 주도 상승에 따른 동행으로 판단된다.","삼성전자, SK하이닉스","반도체 대형주 랠리, 시총 1조달러 돌파, 반도체 수요 회복, 중복상장 규제 논의, 외국인 순매수 전환",24
20260527,KOSPI,010060,OCI홀딩스,388000,7.78,930550,continuation,수급/테마(우주·태양광),스페이스X 대규모 IPO·우주항공 ETF 강세로 우주테크 관련 종목(ETF 편입 등)에 대한 순매수 집중,rumor,,0,medium,"이전 분석 재사용 (최초 20260518, 3일째 등장)","한화에어로스페이스, 한화솔루션","우주테크 ETF, 스페이스X IPO, 우주항공 ETF 순매수, 폴리실리콘 섹션 232, 우주·태양광 수급 모멘텀",19
20260527,KOSPI,009155,삼성전기우,566000,7.4,92125,new,반도체/부품(MLCC·기판),AI 데이터센터 수요 확대로 MLCC·기판(HDI/기판) 가격 상승 기대감(언론 보도),rumor,2026.05.26,0,medium,"D-day 당일 다수의 종목 태그 기사들이 'AI 붐으로 MLCC·기판 가격 상승 기대'를 직접 호재로 지목했고, 코스피·반도체 대형주 강세(레버리지 ETF·지수 최고치 경신)와 함께 동반 상승한 것으로 보입니다. 해당 보도들은 회사 공시가 아닌 수요·가격 기대를 근거로 한 언론 보도로, 투자심리(테마성 매수)를 촉발한 것으로 판단됩니다.","삼화콘덴서, 삼성전자","반도체, AI 데이터센터, MLCC 가격 상승, 기판(HDI) 공급·가격, 레버리지 ETF 상장",15
20260527,KOSPI,025560,미래산업,37600,5.92,789910,continuation,실적,1분기 영업이익 및 매출 급증,earnings,,0,high,"이전 분석 재사용 (최초 20260513, 4일째 등장)",,"어닝 서프라이즈, 영업이익 급증, 매출 급증, 1분기 실적, 폭발적 실적 개선",24
20260527,KOSPI,005500,삼진제약,22400,5.16,780061,new,바이오/제약,필수·퇴장방지 신경안정제 '로라제팜(아티반) 주사제' 자체 생산 착수 및 공급 안정화 발표,disclosure,2026.05.22,5,high,종가 상승은 5월22일 발표된 자사 주사제(로라제팜/아티반) 생산 착수 및 공급 안정화 관련 보도와 복지부의 생산지원 정책 논의가 투자 심리를 개선했기 때문으로 보인다. 공급 차질 해소에 직접 기여하는 공시성 뉴스여서 단기 매수세를 유발했을 가능성이 높다.,"아리바이오, 뉴로핏, 휴온스랩","필수의약품 공급안정, 공급난 해소 정책, 로라제팜 주사제 생산, 아티반 공급대응, 공장 증설·생산확대",26
20260527,KOSPI,391670,HK 베스트일레븐액티브,34860,5.09,650,unclear,수급/기술적,소액·저유동성 종목의 일시적 매수 유입(거래량 급증에 따른 기술적 반등),technical,,0,low,"주어진 기간 내 해당 종목과 직접적으로 연결되는 공시나 실적·수주·정책성 뉴스가 없고, 제공된 유일한 기사도 브라우저 안내로 종목과 무관합니다. 거래량이 650주로 매우 적어 소액 매수로도 주가가 움직일 수 있는 종목이라 기술적·수급 요인에 의한 일시적 상승으로 판단됩니다.",,"수급, 저유동성, 소규모 거래량 급증, 단기 기술적 반등",1
20260527,KOSPI,462900,KoAct 바이오헬스케어액티브,20130,5.09,4859509,new,수급/ETF(섹터 자금 이동),바이오 ETF 순환매·단기 반등 및 ETF 신상품(8종) 동시 출격에 따른 자금 유입,technical,2026.05.23,0,medium,"최근 기사들은 개별 기업 호재가 아닌 ETF 시황 중심으로 바이오 ETF의 급락 뒤 단기 반등과 신규 ETF 동시 출격을 보도하고 있어, 해당 종목의 상승은 섹터·ETF 중심의 자금 이동(수급)에 따른 것으로 판단됩니다. 회사 고유의 공시·실적·수주 등의 직접 트리거는 확인되지 않습니다.","셀트리온, 삼성바이오로직스","ETF 자금유입, 바이오 ETF 순환매, ETF 동시 출격, 바이오 섹터 반등, 섹터 로테이션, 단기 이격도 과열",7
20260527,KOSPI,006280,녹십자,150200,4.89,304772,new,바이오 (제약·백신 M&A),"미국 백신 자회사 지분 매각 계약 체결(매각대금 약 4,599억 원, 보도에선 최대 15억 달러 규모로 보도)",disclosure,2026.05.27,0,high,D-day에 회사(한국 주식 기사 태깅)가 미국 백신 관계사 지분 매각 계약을 체결했다고 공시/보도되며 대규모 현금 유입 가능성과 백신 기술의 가치 인정이 즉각적 호재로 반영되었다. 매각대금 확보로 신사업·재무구조 개선 기대가 커져 주가가 상승한 것으로 판단된다.,"녹십자엠에스, 녹십자랩셀","바이오 M&A, 백신 기술가치 인정, 미국 백신자회사 매각, 대규모 현금 유입, 대상포진 백신 성과, 매각대금 4599억·15억달러",22
20260527,KOSPI,128940,한미약품,489000,4.26,239295,new,바이오,펩타이드 기반 '근육 증가형' 비만 신약 후보 2종을 내달 ADA(미국당뇨학회)에서 첫 공개 예정/연구결과 공개,disclosure,2026.05.27,0,high,"당일 다수의 종목 태그 기사들이 한미약품의 ‘근육 손실 저감·근육 증가형’ 비만 신약 후보 공개(펩타이드 기반, 2종, ADA 발표 예정)를 보도해 신약 파이프라인 개선 기대가 즉시 주가에 반영된 것으로 판단. 기사들이 동일한 내용을 반복·확산하면서 투자심리가 강화되어 단기 상승을 유발했음.","대웅제약, 유한양행","바이오 신약 공개, 근육 증가형 비만약, 펩타이드 기반 비만 후보, ADA 2026 발표, 임상 데이터 공개",25
20260527,KOSPI,001740,SK네트웍스,11380,4.21,71156508,new,AI·전략투자,업스테이지 지분가치 부각 및 AI 모델 개발·지분확대 보도,rumor,2026.05.26,1,medium,최근 보도에서 SK네트웍스가 AI업체 업스테이지 관련 지분가치가 부각되고 AI 모델 개발을 진행한다는 내용이 반복 노출되며 투자심리를 자극했다. 여기에 로봇사업 확장 및 증권사 목표가 상향(리포트)이 함께 나오며 매수세가 유입된 것으로 판단된다.,"SK, SK스피드메이트","AI 투자, 지분가치 부각, 업스테이지 지분확대, AI 모델 개발, 로봇 사업 확장",21
20260527,KOSDAQ,347850,디앤디파마텍,98800,30.0,3485551,new,바이오,"MASH(지방간염) 치료제 DD01, 임상 2상 조직생검서 간 섬유화 개선 및 전 지표 통계적 유의성 확보(톱라인 공개)",disclosure,2026.05.27,0,high,당일(5/27) 다수 매체가 회사 발표(임상 2상 톱라인)를 보도하며 '조직생검에서 간 섬유화 개선' 등 핵심 유효성 신호가 공개된 것이 직접적 호재로 작용해 급등을 유발했다. 회사 주도로 공개된 임상 결과는 기술적·테마성 매수와 기관·개인 매수로 이어진 것으로 판단된다.,한올바이오파마,"지방간염(NASH), 임상 2상 톱라인, 조직생검 간 섬유화 개선, DD01 48주 결과",26
